EmployeeID,GradeID,BasicSalary,Allowance,Tax,NetSalary
EMP000446,SG02,194018.0,38803.6,15521.44,217300.16
EMP000447,SG03,370572.0,74114.40000000001,29645.76,415040.64
EMP000448,SG06,1322415.0,264483.0,105793.2,1481104.8
EMP000449,SG03,279429.0,55885.8,22354.32,312960.48
EMP000450,SG01,148914.0,29782.800000000003,11913.12,166783.68
EMP000451,SG01,124777.0,24955.4,9982.16,139750.24
EMP000452,SG08,2214220.0,442844.0,177137.6,2479926.4
EMP000453,SG04,546960.0,109392.0,43756.8,612595.2
EMP000454,SG06,1408938.0,281787.60000000003,112715.04,1578010.56
EMP000455,SG06,1131166.0,226233.2,90493.28,1266905.92
EMP000456,SG03,277796.0,55559.2,22223.68,311131.52
EMP000457,SG06,1255010.0,251002.0,100400.8,1405611.2
EMP000458,SG01,168187.0,33637.4,13454.96,188369.44
EMP000459,SG06,921174.0,184234.8,73693.92,1031714.88
EMP000460,SG03,284217.0,56843.4,22737.36,318323.04000000004
EMP000461,SG04,407594.0,81518.8,32607.52,456505.28
EMP000462,SG06,1123262.0,224652.4,89860.96,1258053.44
EMP000463,SG03,367680.0,73536.0,29414.4,411801.6
EMP000464,SG05,675293.0,135058.6,54023.44,756328.1599999999
EMP000465,SG03,301183.0,60236.600000000006,24094.64,337324.96
EMP000466,,255599.0,51119.8,20447.92,286270.88
EMP000467,SG08,2645235.0,529047.0,211618.8,2962663.2
EMP000468,SG01,138865.0,27773.0,11109.2,155528.8
EMP000469,SG06,1320530.0,264106.0,105642.4,1478993.6
EMP000470,SG03,343808.0,68761.6,27504.64,385064.96
EMP000471,SG04,494282.0,98856.4,39542.56,553595.8400000001
EMP000472,SG01,167613.0,33522.6,13409.04,187726.56
EMP000473,SG03,328353.0,65670.6,26268.24,367755.36
EMP000474,SG04,524058.0,104811.6,41924.64,586944.96
EMP000475,SG04,413467.0,82693.40000000001,33077.36,463083.04
EMP000476,SG04,511345.0,102269.0,40907.6,572706.4
EMP000477,SG04,644409.0,128881.8,51552.72,721738.0800000001
EMP000478,SG06,1150843.0,230168.6,92067.44,1288944.16
EMP000479,SG06,1086232.0,217246.4,86898.56,1216579.84
EMP000480,SG03,346658.0,69331.6,27732.64,388256.96
EMP000481,SG03,340735.0,68147.0,27258.8,381623.2
EMP000482,SG04,579715.0,115943.0,46377.2,649280.8
EMP000483,SG02,191892.0,38378.4,15351.36,214919.04
EMP000484,SG01,159082.0,31816.4,12726.56,178171.84
EMP000485,SG02,235097.0,47019.4,18807.76,263308.64
EMP000486,SG04,597011.0,119402.2,47760.88,668652.32
EMP000487,SG03,311658.0,62331.600000000006,24932.64,349056.96
EMP000488,SG02,249820.0,49964.0,19985.6,279798.4
EMP000489,SG03,284853.0,56970.600000000006,22788.24,319035.36
EMP000490,SG06,1027638.0,205527.6,82211.04000000001,1150954.56
EMP000491,SG02,226886.0,45377.2,18150.88,254112.32
EMP000492,SG06,1184209.0,236841.8,94736.72,1326314.08
EMP000493,SG05,687118.0,137423.6,54969.44,769572.1599999999
EMP000494,SG03,267369.0,53473.8,21389.52,299453.28
EMP000495,SG06,949753.0,189950.6,75980.24,1063723.36
EMP000496,SG03,386030.0,77206.0,30882.4,432353.6
EMP000497,SG04,506426.0,101285.2,40514.08,567197.12
EMP000498,SG06,1412015.0,282403.0,112961.2,1581456.8
EMP000499,SG03,319724.0,63944.8,25577.92,358090.88
EMP000500,SG03,398371.0,79674.20000000001,31869.68,446175.52
EMP000501,SG03,382528.0,76505.6,30602.24,428431.36
EMP000502,SG03,280040.0,56008.0,22403.2,313644.8
EMP000503,SG06,907495.0,181499.0,72599.6,1016394.4
EMP000504,SG04,637355.0,127471.0,50988.4,713837.6
EMP000505,SG04,587279.0,117455.8,46982.32,657752.4800000001
EMP000506,SG04,471005.0,94201.0,37680.4,527525.6
EMP000507,SG03,267473.0,53494.600000000006,21397.84,299569.75999999995
EMP000508,SG05,883984.0,176796.80000000002,70718.72,990062.08
EMP000509,SG04,499491.0,99898.2,39959.28,559429.9199999999
EMP000510,SG03,256141.0,51228.2,20491.28,286877.92000000004
EMP000511,SG08,2537305.0,507461.0,202984.4,2841781.6
EMP000512,SG03,250391.0,50078.2,20031.28,280437.92000000004
EMP000513,SG04,481735.0,96347.0,38538.8,539543.2
EMP000514,SG03,,57771.600000000006,23108.64,323520.96
EMP000515,SG06,1362645.0,272529.0,109011.6,1526162.4
EMP000516,,144574.0,28914.800000000003,11565.92,161922.87999999998
EMP000517,SG03,331609.0,66321.8,26528.72,371402.08
EMP000518,SG02,235879.0,47175.8,18870.32,264184.48
EMP000519,SG04,579793.0,115958.6,46383.44,649368.1599999999
EMP000520,SG08,2278911.0,455782.2,182312.88,2552380.3200000003
EMP000521,SG03,328754.0,65750.8,26300.32,368204.48
EMP000522,SG04,644951.0,128990.2,51596.08,722345.12
EMP000523,SG03,292780.0,58556.0,23422.4,327913.6
EMP000524,SG01,176689.0,35337.8,14135.12,197891.68
EMP000525,SG04,569391.0,113878.2,45551.28,637717.9199999999
EMP000526,SG05,856375.0,171275.0,68510.0,959140.0
EMP000527,SG03,362718.0,72543.6,29017.44,406244.16
EMP000528,SG04,623538.0,124707.6,49883.04,698362.5599999999
EMP000529,SG06,935711.0,187142.2,74856.88,1047996.32
EMP000530,SG03,358545.0,71709.0,28683.6,401570.4
EMP000531,SG02,196498.0,39299.6,15719.84,220077.76
EMP000532,SG03,333879.0,66775.8,26710.32,373944.48
EMP000533,SG03,346538.0,69307.6,27723.04,388122.56
EMP000534,SG01,154003.0,30800.6,12320.24,172483.36000000002
EMP000535,SG08,3060168.0,612033.6,244813.44,3427388.16
EMP000536,SG02,227253.0,45450.600000000006,18180.24,254523.36
EMP000537,SG08,2885959.0,577191.8,230876.72,3232274.08
EMP000538,SG04,606141.0,121228.2,48491.28,678877.9199999999
EMP000539,SG03,315270.0,63054.0,25221.6,353102.4
EMP000540,SG02,246223.0,49244.600000000006,19697.84,275769.75999999995
EMP000541,SG04,448258.0,89651.6,35860.64,502048.96
EMP000542,SG06,1081962.0,216392.4,86556.96,1211797.44
EMP000543,SG03,271264.0,54252.8,21701.12,303815.68
EMP000544,SG04,585606.0,117121.2,46848.48,655878.72
EMP000545,SG04,639538.0,127907.6,51163.04,716282.5599999999
EMP000546,SG06,1277798.0,255559.6,102223.84,1431133.76
EMP000547,SG06,1420036.0,284007.2,113602.88,1590440.3199999998
EMP000548,SG06,1174235.0,234847.0,93938.8,1315143.2
EMP000549,SG04,575898.0,115179.6,46071.84,645005.76
EMP000550,SG07,1719178.0,343835.60000000003,137534.24,1925479.36
EMP000551,SG03,326931.0,65386.2,26154.48,366162.72
EMP000552,SG04,407990.0,81598.0,32639.2,456948.8
EMP000553,SG03,357710.0,71542.0,28616.8,400635.2
EMP000554,SG02,230362.0,46072.4,18428.96,258005.44000000003
EMP000555,SG06,1293839.0,258767.8,103507.12,1449099.6800000002
EMP000556,SG01,,24571.6,9828.64,137600.96000000002
EMP000557,SG06,1380657.0,276131.4,110452.56,1546335.84
EMP000558,SG01,161582.0,32316.4,12926.56,180971.84
EMP000559,SG03,272607.0,54521.4,21808.56,305319.84
EMP000560,SG04,555077.0,111015.4,44406.16,621686.24
EMP000561,SG04,503778.0,100755.6,40302.24,564231.36
EMP000562,SG04,-529548.0,105909.6,42363.84,593093.76
EMP000563,SG03,350248.0,70049.6,28019.84,392277.76
EMP000564,SG06,1206781.0,241356.2,96542.48,1351594.72
EMP000565,SG03,379214.0,75842.8,30337.12,424719.68
EMP000566,SG06,1185862.0,237172.4,94868.96,1328165.44
EMP000567,SG04,504685.0,100937.0,40374.8,565247.2
EMP000568,SG03,292991.0,58598.2,23439.28,328149.92000000004
EMP000569,SG03,,76226.8,30490.72,426870.08
EMP000570,SG05,843284.0,168656.80000000002,67462.72,944478.08
EMP000571,,1338814.0,267762.8,107105.12,1499471.6800000002
EMP000572,SG03,277394.0,55478.8,22191.52,310681.28
EMP000573,SG04,539134.0,107826.8,43130.72,603830.0800000001
EMP000574,SG04,580156.0,116031.2,46412.48,649774.72
EMP000575,SG03,322931.0,64586.2,25834.48,361682.72
EMP000576,SG03,373416.0,74683.2,29873.28,418225.92
EMP000577,SG04,422609.0,84521.8,33808.72,473322.08
EMP000578,SG03,290466.0,58093.2,23237.28,325321.92000000004
EMP000579,SG06,975858.0,195171.6,78068.64,1092960.9600000002
EMP000580,SG03,372309.0,74461.8,29784.72,416986.08
EMP000581,SG03,379692.0,75938.40000000001,30375.36,425255.04
EMP000582,SG03,305645.0,61129.0,24451.6,342322.4
EMP000583,SG03,341760.0,68352.0,27340.8,382771.2
EMP000584,SG03,337643.0,67528.6,27011.44,378160.16
EMP000585,SG05,723691.0,144738.2,57895.28,810533.9199999999
EMP000586,SG04,555493.0,111098.6,44439.44,622152.1599999999
EMP000587,SG06,1389953.0,277990.60000000003,111196.24,1556747.36
EMP000588,SG03,-330414.0,66082.8,26433.12,370063.68
EMP000589,SG03,277515.0,55503.0,22201.2,310816.8
EMP000590,SG06,1242853.0,248570.6,99428.24,1391995.36
EMP000591,SG06,1338835.0,267767.0,107106.8,1499495.2
EMP000592,SG03,312002.0,62400.4,24960.16,349442.24000000005
EMP000593,SG06,1178686.0,235737.2,94294.88,1320128.3199999998
EMP000594,SG04,400619.0,80123.8,32049.52,448693.28
EMP000595,SG01,161546.0,32309.2,12923.68,180931.52
EMP000596,SG04,578614.0,115722.8,46289.12,648047.68
EMP000597,SG07,2078122.0,415624.4,166249.76,2327496.64
EMP000598,SG04,638843.0,127768.6,51107.44,715504.1599999999
EMP000599,SG06,1030676.0,206135.2,82454.08,1154357.12
EMP000600,SG03,299945.0,59989.0,23995.6,335938.4
EMP000601,SG06,1129194.0,225838.8,90335.52,1264697.28
EMP000602,SG04,597771.0,119554.2,47821.68,669503.5199999999
EMP000603,SG03,344550.0,68910.0,27564.0,385896.0
EMP000604,SG08,2391154.0,478230.8000000001,191292.32,2678092.48
EMP000605,SG05,670294.0,134058.80000000002,53623.52,750729.28
EMP000606,SG03,253168.0,50633.600000000006,20253.44,283548.16
EMP000607,SG03,321562.0,64312.4,25724.96,360149.44
EMP000608,SG04,597760.0,119552.0,47820.8,669491.2
EMP000609,SG03,389095.0,77819.0,31127.6,435786.4
EMP000610,SG03,275781.0,55156.2,22062.48,308874.72000000003
EMP000611,SG03,380936.0,76187.2,30474.88,426648.32
EMP000612,SG04,415567.0,83113.40000000001,33245.36,465435.04
EMP000613,SG03,397134.0,79426.8,31770.72,444790.08
EMP000614,SG08,2348252.0,469650.4,187860.16,2630042.24
EMP000615,SG03,313336.0,62667.2,25066.88,350936.32
EMP000616,SG04,648349.0,129669.8,51867.92,726150.88
EMP000617,SG06,1090803.0,218160.6,87264.24,1221699.36
EMP000618,SG06,934753.0,186950.6,74780.24,1046923.36
EMP000619,SG06,1384434.0,276886.8,110754.72,1550566.08
EMP000620,SG03,294306.0,58861.2,23544.48,329622.72000000003
EMP000621,SG02,225188.0,45037.600000000006,18015.04,252210.56
EMP000622,SG03,368182.0,73636.40000000001,29454.56,412363.84
EMP000623,SG03,256410.0,51282.0,20512.8,287179.2
EMP000624,SG03,262762.0,52552.4,21020.96,294293.44
EMP000625,SG03,286826.0,57365.2,22946.08,321245.12
EMP000626,SG05,738703.0,147740.6,59096.24,827347.36
EMP000627,SG03,393101.0,78620.2,31448.08,440273.12
EMP000628,SG04,510887.0,102177.4,40870.96,572193.4400000001
EMP000629,SG04,536595.0,107319.0,42927.6,600986.4
EMP000630,SG03,267015.0,53403.0,21361.2,299056.8
EMP000631,SG04,-544315.0,108863.0,43545.2,609632.8
EMP000632,SG03,307440.0,61488.0,24595.2,344332.8
EMP000633,SG03,263562.0,52712.4,21084.96,295189.44
EMP000634,SG05,851054.0,170210.80000000002,68084.32,953180.48
EMP000635,SG06,977314.0,195462.8,78185.12,1094591.6800000002
EMP000636,SG07,1596298.0,319259.60000000003,127703.84,1787853.76
EMP000637,SG04,529863.0,105972.6,42389.04,593446.5599999999
EMP000638,SG04,474167.0,94833.4,37933.36,531067.04
EMP000639,SG03,358238.0,71647.6,28659.04,401226.56
EMP000640,SG03,356113.0,71222.6,28489.04,398846.56
EMP000641,SG06,1287372.0,257474.4,102989.76,1441856.64
EMP000642,SG03,380175.0,76035.0,30414.0,425796.0
EMP000643,SG06,1228653.0,245730.6,98292.24,1376091.36
EMP000644,SG03,381988.0,76397.6,30559.04,427826.56
EMP000645,SG06,960472.0,192094.4,76837.76,1075728.64
EMP000646,SG03,271779.0,54355.8,21742.32,304392.48
EMP000647,SG03,386635.0,77327.0,30930.8,433031.2
EMP000648,SG03,279531.0,55906.2,22362.48,313074.72000000003
EMP000649,SG06,1142910.0,228582.0,91432.8,1280059.2
EMP000650,SG01,178846.0,35769.200000000004,14307.68,200307.52
EMP000651,SG02,185524.0,37104.8,14841.92,207786.88
EMP000652,SG03,334147.0,66829.40000000001,26731.76,374244.64
EMP000653,SG04,447721.0,89544.20000000001,35817.68,501447.52
EMP000654,SG06,941687.0,188337.4,75334.96,1054689.44
EMP000655,SG04,540159.0,108031.8,43212.72,604978.0800000001
EMP000656,SG04,432199.0,86439.8,-10000.0,484062.88
EMP000657,SG03,265427.0,53085.4,21234.16,297278.24000000005
EMP000658,SG04,578364.0,115672.8,46269.12,647767.68
EMP000659,SG06,1135532.0,227106.4,90842.56,1271795.84
EMP000660,SG02,220174.0,44034.8,17613.920000000002,246594.88
EMP000661,SG03,385149.0,77029.8,30811.92,431366.88
EMP000662,SG04,627127.0,125425.4,50170.16,702382.24
EMP000663,SG03,347703.0,69540.6,27816.24,389427.36
EMP000664,SG03,373624.0,74724.8,29889.92,418458.88
EMP000665,SG03,308282.0,61656.4,24662.56,345275.84
EMP000666,SG03,-331377.0,66275.40000000001,26510.16,371142.2400000001
EMP000667,SG08,2733722.0,546744.4,218697.76,3061768.64
EMP000668,SG06,1170189.0,234037.8,93615.12,1310611.6800000002
EMP000669,SG06,967988.0,193597.6,77439.04000000001,1084146.56
EMP000670,,573024.0,114604.8,45841.92,641786.88
EMP000671,SG03,289949.0,57989.8,23195.92,324742.88
EMP000672,SG03,261472.0,52294.4,20917.76,292848.64
EMP000673,SG08,3195614.0,639122.8,255649.12,3579087.68
EMP000674,SG03,347164.0,69432.8,27773.12,388823.68
EMP000675,SG03,371039.0,74207.8,29683.12,415563.68
EMP000676,SG03,340339.0,68067.8,27227.12,381179.68
EMP000677,SG06,1012554.0,202510.8,81004.32,1134060.48
EMP000678,SG03,333348.0,66669.6,26667.84,373349.76
EMP000679,SG05,651657.0,130331.4,52132.56,729855.8400000001
EMP000680,,336181.0,67236.2,26894.48,376522.72
EMP000681,SG04,633057.0,126611.4,50644.56,709023.8400000001
EMP000682,SG08,2219463.0,443892.6,177557.04,2485798.56
EMP000683,SG04,,118293.4,47317.36,662443.04
EMP000684,SG06,949281.0,189856.2,75942.48,1063194.72
EMP000685,SG03,339515.0,67903.0,27161.2,380256.8
EMP000686,SG05,678389.0,135677.80000000002,54271.12,759795.68
EMP000687,SG04,600524.0,120104.8,48041.92,672586.88
EMP000688,SG04,484121.0,96824.2,38729.68,542215.5199999999
EMP000689,SG04,532255.0,106451.0,42580.4,596125.6
EMP000690,SG06,1342263.0,268452.60000000003,107381.04,1503334.56
EMP000691,SG03,367307.0,73461.40000000001,29384.56,411383.84
EMP000692,SG03,360334.0,72066.8,28826.72,403574.08
EMP000693,SG06,1159043.0,231808.6,92723.44,1298128.16
EMP000694,SG02,244640.0,48928.0,19571.2,273996.8
EMP000695,SG02,249488.0,49897.600000000006,19959.04,279426.56
EMP000696,SG02,245264.0,49052.8,19621.12,274695.68
EMP000697,SG06,-907556.0,181511.2,72604.48,1016462.72
EMP000698,SG04,462819.0,92563.8,37025.52,518357.28
EMP000699,SG03,388582.0,77716.40000000001,31086.56,435211.84
EMP000700,SG04,585624.0,117124.8,46849.92,655898.88
EMP000701,SG02,198981.0,39796.2,15918.48,222858.72
EMP000702,SG02,195349.0,39069.8,15627.92,218790.88
EMP000703,SG03,296800.0,59360.0,23744.0,332416.0
EMP000704,SG02,230578.0,46115.600000000006,18446.24,258247.36
EMP000705,SG03,341021.0,68204.2,27281.68,381943.52
EMP000706,SG03,280476.0,56095.2,22438.08,314133.12
EMP000707,SG06,1195371.0,239074.2,-10000.0,1338815.52
EMP000708,SG08,3021389.0,604277.8,241711.12,3383955.68
EMP000709,SG04,441997.0,88399.40000000001,35359.76,495036.64
EMP000710,SG01,122892.0,24578.4,9831.36,137639.03999999998
EMP000711,SG04,601520.0,120304.0,48121.6,673702.4
EMP000712,SG01,141954.0,28390.800000000003,11356.32,158988.47999999998
EMP000713,SG06,1447122.0,289424.4,115769.76,1620776.64
EMP000714,SG04,460183.0,92036.6,36814.64,515404.96
EMP000715,SG05,758596.0,151719.2,60687.68,849627.5199999999
EMP000716,SG03,357430.0,71486.0,28594.4,400321.6
EMP000717,SG02,226484.0,45296.8,18118.72,253662.08
EMP000718,SG03,397207.0,79441.40000000001,31776.56,444871.84
EMP000719,SG03,311071.0,62214.2,24885.68,348399.52
EMP000720,SG03,323505.0,64701.0,25880.4,362325.6
EMP000721,SG06,1102321.0,220464.2,88185.68000000001,1234599.52
EMP000722,SG08,2614930.0,522986.0,209194.4,2928721.6
EMP000723,SG03,349829.0,69965.8,27986.32,391808.48
EMP000724,SG06,954276.0,190855.2,76342.08,1068789.12
EMP000725,SG06,,253696.6,101478.64,1420700.9600000002
EMP000726,SG03,325613.0,65122.600000000006,26049.04,364686.56
EMP000727,SG03,354988.0,70997.6,-10000.0,397586.56
EMP000728,SG02,248420.0,49684.0,19873.6,278230.4
EMP000729,SG05,795901.0,159180.2,63672.08,891409.12
EMP000730,SG02,186744.0,37348.8,14939.52,209153.28
EMP000731,SG01,121590.0,24318.0,9727.2,136180.8
EMP000732,SG03,292209.0,58441.8,-10000.0,327274.08
EMP000733,,819647.0,163929.40000000002,65571.76,918004.64
EMP000734,SG03,,77315.40000000001,30926.16,432966.2400000001
EMP000735,SG03,275123.0,55024.600000000006,22009.84,308137.75999999995
EMP000736,SG06,1459183.0,291836.60000000003,116734.64,1634284.9600000002
EMP000737,SG06,-1171226.0,234245.2,93698.08,1311773.12
EMP000738,SG04,572245.0,114449.0,45779.6,640914.4
EMP000739,SG03,277037.0,55407.4,22162.96,310281.44
EMP000740,SG01,134057.0,26811.4,10724.56,150143.84
EMP000741,SG02,244459.0,48891.8,19556.72,273794.08
EMP000742,SG03,336225.0,67245.0,26898.0,376572.0
EMP000743,SG06,968795.0,193759.0,77503.6,1085050.4
EMP000744,SG04,594688.0,118937.6,47575.04,666050.5599999999
EMP000745,SG06,,234984.4,93993.76,1315912.64
EMP000746,,1250825.0,250165.0,100066.0,1400924.0
EMP000747,SG01,176856.0,35371.200000000004,14148.48,198078.72
EMP000748,SG04,620780.0,124156.0,49662.4,695273.6
EMP000749,,330286.0,66057.2,26422.88,369920.32
EMP000750,SG04,632577.0,126515.4,50606.16,708486.24
EMP000751,SG02,224710.0,44942.0,17976.8,251675.2
EMP000752,SG03,366910.0,73382.0,29352.8,410939.2
EMP000753,SG06,1348010.0,269602.0,107840.8,1509771.2
EMP000754,SG02,231376.0,46275.2,-10000.0,259141.12
EMP000755,SG03,308545.0,61709.0,24683.6,345570.4
EMP000756,SG04,547492.0,109498.4,43799.36,613191.04
EMP000757,SG03,266624.0,53324.8,21329.92,298618.88
EMP000758,SG03,250217.0,50043.4,20017.36,280243.04000000004
EMP000759,SG04,462448.0,92489.6,36995.84,517941.76
EMP000760,SG03,312136.0,62427.2,24970.88,349592.32
EMP000761,SG02,233400.0,46680.0,18672.0,261408.0
EMP000762,SG06,1118166.0,223633.2,89453.28,1252345.92
EMP000763,SG06,1320682.0,264136.4,105654.56,1479163.84
EMP000764,SG03,,66928.40000000001,26771.36,374799.04
EMP000765,SG03,277235.0,55447.0,22178.8,310503.2
EMP000766,SG01,165170.0,33034.0,13213.6,184990.4
EMP000767,SG03,302444.0,60488.8,24195.52,338737.28
EMP000768,SG03,253962.0,50792.4,20316.96,284437.44
EMP000769,SG06,1043649.0,208729.8,83491.92,1168886.88
EMP000770,SG06,1321524.0,264304.8,105721.92,1480106.88
EMP000771,SG04,572999.0,114599.8,45839.92,641758.88
EMP000772,SG03,319697.0,63939.4,25575.76,358060.64
EMP000773,,634474.0,126894.8,50757.92,710610.88
EMP000774,SG04,597643.0,119528.6,47811.44,669360.1599999999
EMP000775,SG03,258992.0,51798.4,20719.36,290071.04000000004
EMP000776,SG01,138929.0,27785.800000000003,11114.32,155600.47999999998
EMP000777,SG06,1423289.0,284657.8,113863.12,1594083.6800000002
EMP000778,SG04,454157.0,90831.4,36332.56,508655.84
EMP000779,SG02,205076.0,41015.2,16406.08,229685.12
EMP000780,SG06,1384681.0,276936.2,110774.48,1550842.72
EMP000781,SG03,290330.0,58066.0,23226.4,325169.6
EMP000782,SG04,,127848.4,51139.36,715951.04
EMP000783,SG03,304390.0,60878.0,24351.2,340916.8
EMP000784,SG03,369697.0,73939.40000000001,29575.76,414060.64
EMP000785,SG03,393356.0,78671.20000000001,31468.48,440558.72
EMP000786,SG03,360909.0,72181.8,28872.72,404218.08
EMP000787,SG07,1968269.0,393653.8000000001,157461.52,2204461.28
EMP000788,SG06,932421.0,186484.2,74593.68000000001,1044311.52
EMP000789,SG02,210450.0,42090.0,16836.0,235704.0
EMP000790,SG03,399927.0,79985.40000000001,31994.16,447918.2400000001
EMP000791,SG03,276598.0,55319.600000000006,22127.84,309789.75999999995
EMP000792,SG06,1266477.0,253295.4,101318.16,1418454.24
EMP000793,SG01,137430.0,27486.0,10994.4,153921.6
EMP000794,SG03,270366.0,54073.2,21629.28,302809.92000000004
EMP000795,SG07,1857987.0,371597.4,148638.96,2080945.44
EMP000796,SG03,389876.0,77975.2,31190.08,436661.12
EMP000797,SG06,1024942.0,204988.4,81995.36,1147935.0399999998
EMP000798,SG02,194744.0,38948.8,15579.52,218113.28
EMP000799,SG03,385208.0,77041.6,30816.64,431432.96
EMP000800,SG05,834778.0,166955.6,66782.24,934951.36
EMP000801,SG06,1139256.0,227851.2,91140.48,1275966.72
EMP000802,SG04,407561.0,81512.20000000001,32604.88,456468.32
EMP000803,SG05,892399.0,178479.80000000002,71391.92,999486.88
EMP000804,SG03,338668.0,67733.6,27093.44,379308.16
EMP000805,SG02,240940.0,48188.0,19275.2,269852.8
EMP000806,SG03,300690.0,60138.0,24055.2,336772.8
EMP000807,SG03,334577.0,66915.40000000001,26766.16,374726.2400000001
EMP000808,SG03,281881.0,56376.2,22550.48,315706.72000000003
EMP000809,SG05,718767.0,143753.4,57501.36,805019.04
EMP000810,SG06,905762.0,181152.4,72460.96,1014453.44
EMP000811,SG02,198043.0,39608.600000000006,-10000.0,221808.16
EMP000812,SG06,1146781.0,229356.2,91742.48,1284394.72
EMP000813,SG06,1353526.0,270705.2,108282.08,1515949.12
EMP000814,SG08,3048186.0,609637.2000000001,243854.88,3413968.3200000003
EMP000815,SG03,331890.0,66378.0,26551.2,371716.8
EMP000816,SG02,198930.0,39786.0,15914.4,222801.6
EMP000817,SG04,472533.0,94506.6,37802.64,529236.96
EMP000818,SG04,471389.0,94277.8,37711.12,527955.68
EMP000819,SG03,306449.0,61289.8,24515.92,343222.88
EMP000820,SG06,1415239.0,283047.8,113219.12,1585067.6800000002
EMP000821,SG03,,78054.40000000001,31221.76,437104.64
EMP000822,,198497.0,39699.4,15879.76,222316.64
EMP000823,SG03,258693.0,51738.600000000006,20695.44,289736.16
EMP000824,SG06,1353608.0,270721.60000000003,-10000.0,1516040.9600000002
EMP000825,SG03,324848.0,64969.600000000006,25987.84,363829.76
EMP000826,SG06,1044282.0,208856.4,83542.56,1169595.84
EMP000827,SG07,1973812.0,394762.4,157904.96,2210669.44
EMP000828,SG01,141694.0,28338.800000000003,11335.52,158697.28
EMP000829,SG04,462875.0,92575.0,37030.0,518420.0
EMP000830,SG03,268226.0,53645.2,21458.08,300413.12
EMP000831,SG03,293714.0,58742.8,23497.12,328959.68
EMP000832,,896979.0,179395.80000000002,71758.32,1004616.48
EMP000833,SG06,,286599.0,114639.6,1604954.4
EMP000834,SG02,204046.0,40809.2,16323.68,228531.52
EMP000835,SG03,295804.0,59160.8,23664.32,331300.48
EMP000836,SG06,1399380.0,279876.0,111950.4,1567305.6
EMP000837,SG03,-349381.0,69876.2,27950.48,391306.72
EMP000838,SG05,827584.0,165516.80000000002,66206.72,926894.08
EMP000839,SG03,397952.0,79590.40000000001,31836.16,445706.2400000001
EMP000840,SG03,394122.0,78824.40000000001,31529.76,441416.64
EMP000841,SG03,335178.0,67035.6,26814.24,375399.36
EMP000842,SG07,1525396.0,305079.2,122031.68,1708443.52
EMP000843,SG01,131045.0,26209.0,10483.6,146770.4
EMP000844,SG02,235385.0,47077.0,18830.8,263631.2
EMP000845,SG06,1004906.0,200981.2,80392.48,1125494.72
EMP000846,SG06,1204884.0,240976.8,96390.72,1349470.08
EMP000847,SG02,196470.0,39294.0,15717.6,220046.4
EMP000848,SG04,450518.0,90103.6,36041.44,504580.16
EMP000849,SG02,200587.0,40117.4,16046.96,224657.44
EMP000850,SG06,1407686.0,281537.2,112614.88,1576608.3199999998
EMP000851,SG01,154236.0,30847.2,12338.88,172744.32
EMP000852,SG02,245873.0,49174.600000000006,19669.84,275377.75999999995
EMP000853,SG03,372027.0,74405.40000000001,29762.16,416670.2400000001
EMP000854,SG02,245378.0,49075.600000000006,19630.24,274823.36
EMP000855,SG02,186547.0,37309.4,14923.76,208932.64
EMP000856,SG06,1130377.0,226075.4,90430.16,1266022.24
EMP000857,SG03,301543.0,60308.600000000006,24123.44,337728.16
EMP000858,SG06,1093684.0,218736.8,87494.72,1224926.08
EMP000859,SG03,,59220.4,23688.16,331634.24000000005
EMP000860,SG03,282119.0,56423.8,22569.52,315973.28
EMP000861,SG06,1480864.0,296172.8,118469.12,1658567.6800000002
EMP000862,SG06,,264550.0,105820.0,1481480.0
EMP000863,SG04,550896.0,110179.2,44071.68,617003.5199999999
EMP000864,SG02,181737.0,36347.4,14538.96,203545.44
EMP000865,SG02,212010.0,42402.0,16960.8,237451.2
EMP000866,SG06,1273244.0,254648.8,101859.52,1426033.28
EMP000867,SG04,510427.0,102085.4,40834.16,571678.24
EMP000868,SG05,793755.0,158751.0,63500.4,889005.6
EMP000869,SG03,290849.0,58169.8,23267.92,325750.88
EMP000870,SG06,1310261.0,262052.2,104820.88,1467492.3199999998
EMP000871,SG03,333830.0,66766.0,26706.4,373889.6
EMP000872,SG04,498356.0,99671.2,39868.48,558158.72
EMP000873,SG03,252453.0,50490.600000000006,20196.24,282747.36
EMP000874,SG02,213425.0,42685.0,17074.0,239036.0
EMP000875,SG06,1076069.0,215213.8,86085.52,1205197.28
EMP000876,SG01,160276.0,32055.2,12822.08,179509.12000000002
EMP000877,SG03,,67935.6,27174.24,380439.36
EMP000878,SG04,571634.0,114326.8,45730.72,640230.0800000001
EMP000879,SG03,,74424.0,29769.6,416774.4
EMP000880,SG03,353390.0,70678.0,28271.2,395796.8
EMP000881,SG06,1375050.0,275010.0,110004.0,1540056.0
EMP000882,SG01,121750.0,24350.0,9740.0,136360.0
EMP000883,SG03,386263.0,77252.6,30901.04,432614.56
EMP000884,SG03,368673.0,73734.6,29493.84,412913.76
EMP000885,SG03,270750.0,54150.0,21660.0,303240.0
EMP000886,SG03,254369.0,50873.8,20349.52,284893.28
EMP000887,SG06,1263739.0,252747.8,101099.12,1415387.6800000002
EMP000888,SG03,341699.0,68339.8,27335.92,382702.88
EMP000889,SG02,183424.0,36684.8,14673.92,205434.88
EMP000890,SG06,1440638.0,288127.60000000003,115251.04,1613514.56
