ReviewID,EmployeeID,ReviewDate,Reviewer,Rating,Score
REV000001,EMP000474,2020-05-10,Department Head,Good,79
REV000001,EMP000474,2020-09-11,Line Manager,Good,74
REV000001,EMP000474,2019-05-22,Department Head,Good,73
REV000001,EMP000474,2019-12-04,HR Manager,Needs Improvement,69
REV000001,EMP000474,2023-04-15,Line Manager,Poor,30
REV000001,EMP000474,2024-08-10,HR Manager,Good,77
REV000001,EMP000475,2022-05-23,HR Manager,Very Good,83
REV000001,EMP000475,2024-09-21,Line Manager,Needs Improvement,59
REV000001,EMP000475,2020-02-26,Department Head,Very Good,81
REV000001,EMP000475,2024-11-16,HR Manager,Good,76
REV000001,EMP000475,2025-08-26,Department Head,Very Good,85
REV000001,EMP000475,2019-03-25,Department Head,Very Good,84
REV000001,EMP000475,2023-09-25,Line Manager,Needs Improvement,68
REV000001,EMP000476,2020-06-26,Line Manager,Excellent,99
REV000001,EMP000476,2019-06-10,Line Manager,Very Good,84
REV000001,EMP000476,2025-04-13,HR Manager,Needs Improvement,56
REV000001,EMP000476,2023-10-20,HR Manager,Excellent,96
REV000001,EMP000476,2025-05-01,HR Manager,Good,74
REV000001,EMP000476,2019-11-23,HR Manager,Needs Improvement,65
REV000001,EMP000476,2025-08-02,Department Head,Good,70
REV000001,EMP000477,2025-06-07,HR Manager,Poor,40
REV000001,EMP000477,2025-07-22,Department Head,Good,73
REV000001,EMP000477,2021-08-26,HR Manager,Needs Improvement,63
REV000001,EMP000477,2023-12-18,Line Manager,Needs Improvement,58
REV000001,EMP000477,2021-04-08,Department Head,Very Good,80
REV000001,EMP000477,2025-08-11,Department Head,Needs Improvement,60
REV000001,EMP000477,2024-01-25,Department Head,Excellent,90
REV000001,EMP000478,2024-06-14,HR Manager,Excellent,98
REV000001,EMP000478,2024-11-07,Line Manager,Very Good,88
REV000001,EMP000478,2025-06-23,Department Head,Good,77
REV000001,EMP000478,2023-03-06,Department Head,Needs Improvement,61
REV000001,EMP000478,2025-12-21,HR Manager,Very Good,85
REV000001,EMP000478,2025-08-17,Department Head,Needs Improvement,67
REV000001,EMP000478,2019-02-21,Department Head,Very Good,81
REV000001,EMP000479,2021-11-15,HR Manager,Good,75
REV000001,EMP000479,2022-12-03,Line Manager,Needs Improvement,59
REV000001,EMP000479,2020-08-25,Line Manager,Good,73
REV000001,EMP000479,2022-07-18,Line Manager,Good,71
REV000001,EMP000479,2024-08-24,Line Manager,Good,72
REV000001,EMP000479,2020-06-25,Line Manager,Poor,32
REV000001,EMP000479,2021-09-20,HR Manager,Very Good,86
REV000001,EMP000480,2021-05-17,Department Head,Excellent,99
REV000001,EMP000480,2023-07-11,Line Manager,Very Good,82
REV000001,EMP000480,2023-06-12,Line Manager,Very Good,89
REV000001,EMP000480,2020-06-02,HR Manager,Very Good,87
REV000001,EMP000480,2019-09-25,Line Manager,Good,77
REV000001,EMP000480,2024-03-15,Department Head,Good,76
REV000001,EMP000480,2023-08-06,Department Head,Good,120
REV000001,EMP000481,2024-08-02,HR Manager,Good,78
REV000001,EMP000481,2025-12-19,Line Manager,Needs Improvement,64
REV000001,EMP000481,2020-01-14,Line Manager,Excellent,94
REV000001,EMP000481,2019-01-03,HR Manager,Good,73
REV000001,EMP000481,2023-11-14,Department Head,Good,77
REV000001,EMP000481,2019-02-08,Department Head,Very Good,85
REV000001,EMP000481,2020-07-17,Line Manager,Good,77
REV000001,EMP000482,2025-03-21,Line Manager,Very Good,88
REV000001,EMP000482,2025-05-11,HR Manager,Needs Improvement,56
REV000001,EMP000482,2019-04-17,HR Manager,Excellent,92
REV000001,EMP000482,2023-05-07,Line Manager,Good,73
REV000001,EMP000482,2019-07-24,Department Head,Very Good,86
REV000001,EMP000482,2025-04-08,HR Manager,Good,76
REV000001,EMP000482,2025-08-05,Department Head,Good,71
REV000001,EMP000483,2022-08-09,Department Head,Needs Improvement,50
REV000001,EMP000483,2021-08-03,HR Manager,Excellent,96
REV000001,EMP000483,2025-01-24,Department Head,Very Good,84
REV000001,EMP000483,2021-08-06,Line Manager,Good,76
REV000001,EMP000483,2020-09-22,HR Manager,Good,73
REV000001,EMP000483,2025-03-27,HR Manager,Good,75
REV000001,EMP000483,2025-10-19,Line Manager,Good,73
REV000001,EMP000484,2025-02-06,HR Manager,Good,72
REV000001,EMP000484,2024-09-18,Department Head,Very Good,82
REV000001,EMP000484,2022-02-20,Line Manager,Good,74
REV000001,EMP000484,2025-12-28,Line Manager,Needs Improvement,57
REV000001,EMP000484,2024-09-28,HR Manager,Good,78
REV000001,EMP000484,2022-03-18,Department Head,Good,73
REV000001,EMP000484,2022-11-21,HR Manager,Good,78
REV000001,EMP000485,2025-07-28,Line Manager,Needs Improvement,57
REV000001,EMP000485,2020-08-11,Department Head,Good,72
REV000001,EMP000485,2021-09-05,HR Manager,Poor,34
REV000001,EMP000485,2022-04-20,HR Manager,Needs Improvement,57
REV000001,EMP000485,2023-08-17,Line Manager,Very Good,85
REV000001,EMP000485,2024-04-26,Line Manager,Very Good,87
REV000001,EMP000485,2021-10-24,Department Head,Excellent,90
REV000001,EMP000486,2023-04-05,Department Head,Good,77
REV000001,EMP000486,2025-01-28,HR Manager,Very Good,80
REV000001,EMP000486,2020-09-18,Line Manager,Good,78
REV000001,EMP000486,2019-07-18,Line Manager,Excellent,95
REV000001,EMP000486,2019-03-12,Line Manager,Poor,44
REV000001,EMP000486,2024-07-23,HR Manager,Very Good,84
REV000001,EMP000486,2023-11-28,Line Manager,Very Good,88
REV000001,EMP000487,2025-09-23,HR Manager,Very Good,87
REV000001,EMP000487,2025-03-17,HR Manager,Needs Improvement,65
REV000001,EMP000487,2021-12-13,Department Head,Good,77
REV000001,EMP000487,2025-01-03,Line Manager,Good,76
REV000001,EMP000487,2022-10-09,HR Manager,Needs Improvement,69
REV000001,EMP000487,2021-09-14,Line Manager,Good,73
REV000001,EMP000487,2022-11-04,HR Manager,Very Good,80
REV000001,EMP000488,2020-10-16,Line Manager,Good,76
REV000001,EMP000488,2023-06-06,HR Manager,Good,70
REV000001,EMP000488,2023-04-16,Line Manager,Very Good,82
REV000001,EMP000488,2020-05-21,Line Manager,Good,78
REV000001,EMP000488,2024-07-08,Department Head,Very Good,80
REV000001,EMP000488,2021-02-22,HR Manager,Poor,42
REV000001,EMP000488,2020-10-21,HR Manager,Poor,45
REV000001,EMP000489,2025-09-28,Line Manager,Good,72
REV000001,EMP000489,2021-04-19,Line Manager,Good,75
REV000001,EMP000489,2022-05-12,Department Head,Very Good,84
REV000001,EMP000489,2019-04-25,Department Head,Good,76
REV000001,EMP000489,2023-10-18,Department Head,Needs Improvement,59
REV000001,EMP000489,2019-01-21,Department Head,Good,70
REV000001,EMP000489,2022-11-13,Department Head,Good,73
REV000001,EMP000490,2021-09-12,HR Manager,Excellent,99
REV000001,EMP000490,2022-06-15,Department Head,Excellent,97
REV000001,EMP000490,2024-08-03,Line Manager,Good,73
REV000001,EMP000490,2019-10-10,Department Head,Good,74
REV000001,EMP000490,2021-11-04,HR Manager,Poor,49
REV000001,EMP000490,2021-10-07,Department Head,Excellent,100
REV000001,EMP000490,2024-02-25,HR Manager,Very Good,84
REV000001,EMP000491,2022-06-01,HR Manager,Good,71
REV000001,EMP000491,2020-10-05,Department Head,Excellent,99
REV000001,EMP000491,2024-09-24,Line Manager,Good,75
REV000001,EMP000491,2023-01-12,Line Manager,Good,75
REV000001,EMP000491,2019-10-15,Line Manager,Excellent,99
REV000001,EMP000491,2023-04-24,Line Manager,Very Good,84
REV000001,EMP000491,2021-05-22,Department Head,Excellent,95
REV000001,EMP000492,2025-12-27,Department Head,Good,71
REV000001,EMP000492,2019-05-06,Department Head,Good,72
REV000001,EMP000492,2021-07-28,Line Manager,Very Good,83
REV000001,EMP000492,2022-08-25,Department Head,Needs Improvement,56
REV000001,EMP000492,2022-09-27,HR Manager,Good,71
REV000001,EMP000492,2022-06-22,Line Manager,Good,74
REV000001,EMP000492,2019-08-12,Line Manager,Needs Improvement,60
REV000001,EMP000493,2020-06-02,Line Manager,Needs Improvement,54
REV000001,EMP000493,2024-04-25,Line Manager,Needs Improvement,50
REV000001,EMP000493,2020-01-24,Department Head,Good,74
REV000001,EMP000493,2020-03-01,HR Manager,Very Good,80
REV000001,EMP000493,2022-04-08,HR Manager,Excellent,98
REV000001,EMP000493,2025-05-07,Line Manager,Very Good,86
REV000001,EMP000493,2020-07-14,Department Head,Good,71
REV000001,EMP000494,2023-11-20,HR Manager,Good,70
REV000001,EMP000494,2023-12-20,HR Manager,Poor,43
REV000001,EMP000494,2020-04-21,Department Head,Needs Improvement,68
REV000001,EMP000494,2024-10-27,Department Head,Poor,40
REV000001,EMP000494,2023-08-20,Department Head,Needs Improvement,58
REV000001,EMP000494,2023-12-12,HR Manager,Good,77
REV000001,EMP000494,2023-10-23,Line Manager,Good,78
REV000001,EMP000495,2022-05-10,HR Manager,Good,76
REV000001,EMP000495,2022-01-24,HR Manager,Needs Improvement,54
REV000001,EMP000495,2021-08-17,Line Manager,Good,79
REV000001,EMP000495,2019-09-07,Department Head,Good,72
REV000001,EMP000495,2022-03-10,HR Manager,Good,75
REV000001,EMP000495,2024-02-14,HR Manager,Excellent,93
REV000001,EMP000495,2020-09-05,Line Manager,Good,70
REV000001,EMP000496,2021-04-24,Line Manager,Needs Improvement,54
REV000001,EMP000496,2024-08-27,HR Manager,Good,71
REV000001,EMP000496,2020-05-05,Line Manager,Needs Improvement,54
REV000001,EMP000496,2025-06-14,Line Manager,Good,78
REV000001,EMP000496,2024-05-08,HR Manager,Good,70
REV000001,EMP000496,2021-04-02,HR Manager,,56
REV000001,EMP000496,2025-09-01,Department Head,Needs Improvement,51
REV000001,EMP000497,2024-12-09,Line Manager,Needs Improvement,66
REV000001,EMP000497,2020-02-06,Line Manager,Good,73
REV000001,EMP000497,2024-12-24,Department Head,Needs Improvement,66
REV000001,EMP000497,2021-11-22,Line Manager,Good,77
REV000001,EMP000497,2021-05-25,HR Manager,Good,70
REV000001,EMP000497,2024-11-09,Line Manager,Good,78
REV000001,EMP000497,2021-09-16,HR Manager,Good,70
REV000001,EMP000498,2019-11-14,Line Manager,Good,71
REV000001,EMP000498,2021-12-15,Department Head,Needs Improvement,51
REV000001,EMP000498,2021-07-23,HR Manager,Very Good,82
REV000001,EMP000498,2022-04-17,HR Manager,Very Good,80
REV000001,EMP000498,2022-03-20,Line Manager,Very Good,82
REV000001,EMP000498,2023-01-16,HR Manager,Good,78
REV000001,EMP000498,2022-03-16,Line Manager,Very Good,80
REV000001,EMP000499,2025-07-01,HR Manager,Good,72
REV000001,EMP000499,2023-11-28,Department Head,Good,77
REV000001,EMP000499,2020-01-13,HR Manager,Very Good,81
REV000001,EMP000499,2024-08-08,Department Head,Very Good,86
REV000001,EMP000499,2021-01-02,Line Manager,Good,75
REV000001,EMP000499,2020-10-27,Line Manager,Good,71
REV000001,EMP000499,2024-12-17,Line Manager,Good,78
REV000001,EMP000500,2025-07-20,Department Head,Good,70
REV000001,EMP000500,2023-03-02,HR Manager,Good,79
REV000001,EMP000500,2021-08-11,Line Manager,Excellent,100
REV000001,EMP000500,2024-12-18,Line Manager,Good,73
REV000001,EMP000500,2020-06-11,Line Manager,Needs Improvement,51
REV000001,EMP000500,2025-12-23,HR Manager,Very Good,86
REV000001,EMP000500,2024-06-18,HR Manager,Needs Improvement,53
REV000001,EMP000501,2025-06-03,HR Manager,Good,71
REV000001,EMP000501,2019-09-21,Line Manager,Good,74
REV000001,EMP000501,2024-07-09,Line Manager,Needs Improvement,54
REV000001,EMP000501,2023-09-22,HR Manager,Good,79
REV000001,EMP000501,2023-01-05,Department Head,Good,71
REV000001,EMP000501,2024-10-25,Line Manager,Good,77
REV000001,EMP000501,2025-07-25,HR Manager,Good,78
REV000001,EMP000502,2021-03-10,HR Manager,Excellent,96
REV000001,EMP000502,2021-07-28,Line Manager,Poor,44
REV000001,EMP000502,2024-04-14,Line Manager,Good,74
REV000001,EMP000502,2021-03-23,HR Manager,Very Good,89
REV000001,EMP000502,2020-11-05,Line Manager,Good,70
REV000001,EMP000502,2025-05-21,HR Manager,Very Good,80
REV000001,EMP000502,2024-08-09,Department Head,Good,72
REV000001,EMP000503,2025-01-15,Line Manager,Good,120
REV000001,EMP000503,2022-04-05,Department Head,Good,70
REV000001,EMP000503,2023-01-04,Department Head,Good,72
REV000001,EMP000503,2025-03-12,HR Manager,Good,72
REV000001,EMP000503,2023-11-03,HR Manager,Needs Improvement,54
REV000001,EMP000503,2022-07-09,HR Manager,Needs Improvement,69
REV000001,EMP000503,2019-03-06,Department Head,Very Good,86
REV000001,EMP000504,2019-02-02,Line Manager,Excellent,91
REV000001,EMP000504,2020-08-27,Line Manager,Good,74
REV000001,EMP000504,2023-12-22,Department Head,Needs Improvement,52
REV000001,EMP000504,2022-08-08,HR Manager,Very Good,80
REV000001,EMP000504,2019-03-06,Line Manager,Good,70
REV000001,EMP000504,2019-08-06,Department Head,Needs Improvement,66
REV000001,EMP000504,2023-07-26,HR Manager,Good,75
REV000001,EMP000505,2023-11-11,Line Manager,Good,70
REV000001,EMP000505,2022-02-10,HR Manager,Good,74
REV000001,EMP000505,2020-08-15,HR Manager,Needs Improvement,60
REV000001,EMP000505,2019-08-25,Line Manager,Very Good,85
REV000001,EMP000505,2021-02-20,Line Manager,Excellent,92
REV000001,EMP000505,2024-04-25,HR Manager,Very Good,82
REV000001,EMP000505,2019-09-07,Line Manager,Good,78
REV000001,EMP000506,2019-03-23,Line Manager,Very Good,84
REV000001,EMP000506,2022-04-24,Department Head,Good,76
REV000001,EMP000506,2019-11-23,HR Manager,Excellent,95
REV000001,EMP000506,2024-07-02,HR Manager,Very Good,82
REV000001,EMP000506,2025-05-26,HR Manager,Excellent,120
REV000001,EMP000506,2019-12-08,Department Head,Good,73
REV000001,EMP000506,2024-04-02,Line Manager,Very Good,83
REV000001,EMP000507,2023-05-12,HR Manager,Excellent,95
REV000001,EMP000507,2024-05-11,Line Manager,Very Good,87
REV000001,EMP000507,2023-09-03,Line Manager,Excellent,90
REV000001,EMP000507,2024-01-10,Department Head,Excellent,97
REV000001,EMP000507,2021-07-12,Line Manager,Needs Improvement,-10
REV000001,EMP000507,2024-09-27,Line Manager,Needs Improvement,52
REV000001,EMP000507,2024-11-27,HR Manager,Good,73
REV000001,EMP000508,2021-12-02,Department Head,Excellent,90
REV000001,EMP000508,2019-05-11,HR Manager,Excellent,97
REV000001,EMP000508,2019-05-20,Line Manager,Very Good,82
REV000001,EMP000508,2023-08-16,Line Manager,Excellent,92
REV000001,EMP000508,2020-05-01,HR Manager,Good,71
REV000001,EMP000508,2019-02-23,HR Manager,Good,79
REV000001,EMP000508,2021-10-15,Line Manager,Good,78
REV000001,EMP000509,2024-06-23,Line Manager,Very Good,85
REV000001,EMP000509,2021-11-15,Line Manager,Good,75
REV000001,EMP000509,2021-06-16,HR Manager,Very Good,83
REV000001,EMP000509,2024-05-11,Department Head,Good,77
REV000001,EMP000509,2023-06-18,HR Manager,Good,75
REV000001,EMP000509,2022-11-24,HR Manager,Good,79
REV000001,EMP000509,2023-09-09,Department Head,Needs Improvement,57
REV000001,EMP000510,2021-09-25,HR Manager,Needs Improvement,60
REV000001,EMP000510,2022-10-14,Line Manager,Good,75
REV000001,EMP000510,2024-03-17,HR Manager,Good,71
REV000001,EMP000510,2024-10-09,Line Manager,Good,79
REV000001,EMP000510,2024-10-12,Department Head,Very Good,87
REV000001,EMP000510,2023-03-05,Line Manager,Good,72
REV000001,EMP000510,2025-02-05,HR Manager,Good,71
REV000001,EMP000511,2020-07-15,Department Head,Good,70
REV000001,EMP000511,2020-07-01,Line Manager,Good,78
REV000001,EMP000511,2023-07-09,Line Manager,Needs Improvement,65
REV000001,EMP000511,2019-10-07,HR Manager,Very Good,80
REV000001,EMP000511,2020-10-06,Department Head,Needs Improvement,52
REV000001,EMP000511,2019-04-03,HR Manager,Needs Improvement,50
REV000001,EMP000511,2022-10-18,Line Manager,Poor,44
REV000001,EMP000512,2020-10-06,HR Manager,Good,75
REV000001,EMP000512,2025-08-12,Line Manager,Good,73
REV000001,EMP000512,2022-10-16,Line Manager,Good,78
REV000001,EMP000512,2022-07-24,Department Head,Good,75
REV000001,EMP000512,2025-11-28,Line Manager,Good,74
REV000001,EMP000512,2020-03-23,Line Manager,Very Good,88
REV000001,EMP000512,2023-07-09,HR Manager,Good,73
REV000001,EMP000513,2020-04-10,Department Head,Excellent,90
REV000001,EMP000513,2022-05-10,HR Manager,Good,79
REV000001,EMP000513,2023-03-25,HR Manager,Good,78
REV000001,EMP000513,2020-05-08,Department Head,Needs Improvement,58
REV000001,EMP000513,2020-09-23,HR Manager,Good,71
REV000001,EMP000513,2023-10-14,Line Manager,Needs Improvement,66
REV000001,EMP000513,2023-06-19,Line Manager,Needs Improvement,60
REV000001,EMP000514,2023-05-23,HR Manager,Good,74
REV000001,EMP000514,2021-07-20,Department Head,Good,73
REV000001,EMP000514,2024-05-02,HR Manager,Poor,39
REV000001,EMP000514,2025-08-08,HR Manager,Good,77
REV000001,EMP000514,2024-12-26,Department Head,Poor,39
REV000001,EMP000514,2019-06-01,HR Manager,Poor,34
REV000001,EMP000514,2022-01-14,Line Manager,Good,75
REV000001,EMP000515,2019-04-06,Line Manager,Very Good,83
REV000001,EMP000515,2025-12-23,Department Head,Very Good,80
REV000001,EMP000515,2022-02-20,Department Head,Good,73
REV000001,EMP000515,2022-10-07,Department Head,Good,79
REV000001,EMP000515,2025-07-12,HR Manager,Good,79
REV000001,EMP000515,2025-09-11,Department Head,Good,76
REV000001,EMP000515,2022-08-24,HR Manager,Very Good,84
REV000001,EMP000516,2019-12-19,HR Manager,Very Good,81
REV000001,EMP000516,2025-09-08,HR Manager,Very Good,85
REV000001,EMP000516,2021-06-06,HR Manager,Good,77
REV000001,EMP000516,2025-03-07,HR Manager,Excellent,90
REV000001,EMP000516,2023-04-01,HR Manager,Needs Improvement,67
REV000001,EMP000516,2021-02-20,HR Manager,Good,75
REV000001,EMP000516,2025-12-02,HR Manager,Good,70
REV000001,EMP000517,2020-05-03,Line Manager,Needs Improvement,66
REV000001,EMP000517,2024-01-17,HR Manager,Good,73
REV000001,EMP000517,2020-01-28,HR Manager,Very Good,88
REV000001,EMP000517,2022-05-16,HR Manager,Excellent,94
REV000001,EMP000517,2022-10-18,Line Manager,Very Good,89
REV000001,EMP000517,2023-09-19,HR Manager,Good,79
REV000001,EMP000517,2025-01-01,HR Manager,Good,73
REV000001,EMP000518,2020-03-26,Line Manager,Needs Improvement,50
REV000001,EMP000518,2021-04-12,HR Manager,Needs Improvement,53
REV000001,EMP000518,2025-02-10,HR Manager,Very Good,89
REV000001,EMP000518,2021-12-17,Department Head,Good,73
REV000001,EMP000518,2023-07-03,HR Manager,Needs Improvement,68
REV000001,EMP000518,2024-05-05,HR Manager,Good,71
REV000001,EMP000518,2023-12-21,Department Head,Good,72
REV000001,EMP000519,2019-03-17,Line Manager,Needs Improvement,68
REV000001,EMP000519,2020-10-21,HR Manager,Good,74
REV000001,EMP000519,2025-01-17,Line Manager,Good,74
REV000001,EMP000519,2024-08-16,Line Manager,Needs Improvement,63
REV000001,EMP000519,2025-04-01,HR Manager,Good,73
REV000001,EMP000519,2021-12-22,Department Head,Good,70
REV000001,EMP000519,2023-11-05,Department Head,Very Good,80
REV000001,EMP000520,2020-02-19,Line Manager,Good,78
REV000001,EMP000520,2019-07-18,Line Manager,Very Good,86
REV000001,EMP000520,2023-02-25,Department Head,Good,77
REV000001,EMP000520,2023-08-15,Line Manager,Good,77
REV000001,EMP000520,2021-02-02,Line Manager,Very Good,82
REV000001,EMP000520,2023-09-11,Department Head,Very Good,86
REV000001,EMP000520,2019-10-10,Line Manager,Good,76
REV000001,EMP000521,2020-11-07,Line Manager,Very Good,88
REV000001,EMP000521,2025-01-10,Department Head,Good,72
REV000001,EMP000521,2019-08-26,Department Head,Good,72
REV000001,EMP000521,2023-05-20,Line Manager,Good,78
REV000001,EMP000521,2019-05-15,Line Manager,Very Good,120
REV000001,EMP000521,2021-07-12,Department Head,Very Good,85
REV000001,EMP000521,2020-05-02,Line Manager,Poor,41
REV000001,EMP000522,2024-06-26,Department Head,Needs Improvement,51
REV000001,EMP000522,2025-03-12,HR Manager,Poor,36
REV000001,EMP000522,2019-09-16,Department Head,Very Good,83
REV000001,EMP000522,2021-12-08,Line Manager,Good,70
REV000001,EMP000522,2024-01-10,Line Manager,Good,76
REV000001,EMP000522,2024-09-01,Department Head,Good,76
REV000001,EMP000522,2023-12-20,Department Head,Good,77
REV000001,EMP000523,2023-03-13,Line Manager,Very Good,84
REV000001,EMP000523,2019-08-21,Department Head,Needs Improvement,69
REV000001,EMP000523,2021-04-21,Department Head,Needs Improvement,53
REV000001,EMP000523,2024-06-17,HR Manager,Good,79
REV000001,EMP000523,2024-10-24,Line Manager,Good,75
REV000001,EMP000523,2023-09-02,Department Head,Needs Improvement,63
REV000001,EMP000523,2020-01-16,Line Manager,Good,73
REV000001,EMP000524,2020-04-14,Line Manager,Very Good,87
REV000001,EMP000524,2025-05-10,Line Manager,Very Good,80
REV000001,EMP000524,2019-03-11,HR Manager,Good,75
REV000001,EMP000524,2019-07-14,Line Manager,Very Good,86
REV000001,EMP000524,2021-05-08,Line Manager,Very Good,89
REV000001,EMP000524,2023-09-01,Department Head,Good,73
REV000001,EMP000524,2019-01-26,Department Head,Needs Improvement,55
REV000001,EMP000525,2024-09-24,Line Manager,Excellent,97
REV000001,EMP000525,2023-11-16,Department Head,Poor,39
REV000001,EMP000525,2025-02-15,Line Manager,Excellent,96
REV000001,EMP000525,2023-09-26,Line Manager,Poor,49
REV000001,EMP000525,2021-11-17,Department Head,Good,78
REV000001,EMP000525,2019-02-27,Department Head,Very Good,83
REV000001,EMP000525,2024-01-25,Line Manager,Good,71
REV000001,EMP000526,2023-09-02,HR Manager,Good,72
REV000001,EMP000526,2020-06-12,Line Manager,Very Good,83
REV000001,EMP000526,2021-02-01,Department Head,Good,70
REV000001,EMP000526,2025-06-03,Department Head,Good,76
REV000001,EMP000526,2022-12-21,HR Manager,Very Good,89
REV000001,EMP000526,2021-07-22,Line Manager,Good,72
REV000001,EMP000526,2019-06-28,HR Manager,Excellent,92
REV000001,EMP000527,2025-07-27,Line Manager,Good,73
REV000001,EMP000527,2022-09-04,Line Manager,Good,78
REV000001,EMP000527,2021-05-22,Department Head,Excellent,93
REV000001,EMP000527,2023-05-13,Line Manager,Excellent,90
REV000001,EMP000527,2020-02-15,Department Head,Good,74
REV000001,EMP000527,2024-10-13,Line Manager,Good,75
REV000001,EMP000527,2021-05-27,Line Manager,Very Good,85
REV000001,EMP000528,2025-09-16,Line Manager,Good,77
REV000001,EMP000528,2024-12-04,Line Manager,Good,71
REV000001,EMP000528,2021-02-14,Department Head,Good,76
REV000001,EMP000528,2023-04-14,HR Manager,Good,76
REV000001,EMP000528,2021-07-01,Department Head,Very Good,86
REV000001,EMP000528,2019-06-17,HR Manager,Good,77
REV000001,EMP000528,2020-08-13,HR Manager,Very Good,87
REV000001,EMP000529,2022-06-08,Line Manager,Good,76
REV000001,EMP000529,2024-05-16,HR Manager,Good,76
REV000001,EMP000529,2024-06-26,HR Manager,Good,76
REV000001,EMP000529,2020-11-27,Department Head,Needs Improvement,57
REV000001,EMP000529,2023-08-21,HR Manager,Good,70
REV000001,EMP000529,2023-11-10,Department Head,Very Good,83
REV000001,EMP000529,2019-04-24,HR Manager,Good,79
REV000001,EMP000530,2025-11-09,Department Head,Needs Improvement,51
REV000001,EMP000530,2025-10-06,HR Manager,Very Good,84
REV000001,EMP000530,2021-05-23,Department Head,Very Good,85
REV000001,EMP000530,2019-06-14,Department Head,Good,75
REV000001,EMP000530,2022-07-07,HR Manager,Very Good,87
REV000001,EMP000530,2024-09-02,Department Head,Good,77
REV000001,EMP000530,2025-08-13,Line Manager,Needs Improvement,50
REV000001,EMP000531,2019-08-07,Line Manager,Good,75
REV000001,EMP000531,2025-11-16,Department Head,Very Good,89
REV000001,EMP000531,2024-08-09,Department Head,Excellent,93
REV000001,EMP000531,2021-03-17,Department Head,Needs Improvement,51
REV000001,EMP000531,2023-04-26,Department Head,Good,79
REV000001,EMP000531,2021-10-04,HR Manager,Very Good,89
REV000001,EMP000531,2019-07-15,Line Manager,Needs Improvement,65
REV000001,EMP000532,2020-03-02,HR Manager,Very Good,80
REV000001,EMP000532,2019-06-07,Line Manager,Good,70
REV000001,EMP000532,2025-11-11,Department Head,Excellent,94
REV000001,EMP000532,2021-10-09,HR Manager,Excellent,90
REV000001,EMP000532,2023-07-26,Line Manager,Very Good,82
REV000001,EMP000532,2025-06-21,Department Head,Very Good,84
REV000001,EMP000532,2020-05-03,Department Head,Good,71
REV000001,EMP000533,2022-05-03,HR Manager,Good,79
REV000001,EMP000533,2019-01-06,Line Manager,Very Good,80
REV000001,EMP000533,2024-10-13,Department Head,Needs Improvement,59
REV000001,EMP000533,2019-11-23,Department Head,Good,71
REV000001,EMP000533,2025-09-03,HR Manager,Excellent,90
REV000001,EMP000533,2021-06-25,HR Manager,Excellent,96
REV000001,EMP000533,2021-10-02,Department Head,Needs Improvement,67
REV000001,EMP000534,2022-12-17,HR Manager,Very Good,81
REV000001,EMP000534,2023-05-08,Department Head,Good,74
REV000001,EMP000534,2019-11-20,HR Manager,Needs Improvement,62
REV000001,EMP000534,2022-05-06,Department Head,Very Good,80
REV000001,EMP000534,2023-07-13,Line Manager,Very Good,82
REV000001,EMP000534,2021-03-08,Line Manager,Good,73
REV000001,EMP000534,2023-04-22,Line Manager,Very Good,82
REV000001,EMP000535,2021-12-05,Line Manager,Needs Improvement,60
REV000001,EMP000535,2025-06-24,HR Manager,Very Good,89
REV000001,EMP000535,2024-11-13,Department Head,Good,75
REV000001,EMP000535,2020-11-03,Line Manager,Good,79
REV000001,EMP000535,2023-04-21,HR Manager,Good,74
REV000001,EMP000535,2023-05-09,HR Manager,Needs Improvement,55
REV000001,EMP000535,2025-06-06,Department Head,Good,76
REV000001,EMP000536,2022-04-20,Line Manager,Good,79
REV000001,EMP000536,2020-12-15,HR Manager,Good,70
REV000001,EMP000536,2019-01-22,Line Manager,Good,78
REV000001,EMP000536,2022-09-26,Department Head,Poor,42
REV000001,EMP000536,2023-12-10,Department Head,Excellent,95
REV000001,EMP000536,2025-11-22,Department Head,Very Good,85
REV000001,EMP000536,2024-02-28,HR Manager,Good,76
REV000001,EMP000537,2023-03-09,HR Manager,Poor,40
REV000001,EMP000537,2022-09-20,HR Manager,Needs Improvement,66
REV000001,EMP000537,2020-12-01,HR Manager,Good,77
REV000001,EMP000537,2020-01-25,Department Head,Good,72
REV000001,EMP000537,2025-07-06,Department Head,Excellent,95
REV000001,EMP000537,2024-09-04,Department Head,Good,73
REV000001,EMP000537,2019-07-21,Line Manager,Very Good,89
REV000001,EMP000538,2022-03-01,Department Head,Very Good,85
REV000001,EMP000538,2020-04-11,HR Manager,Excellent,93
REV000001,EMP000538,2024-09-10,Line Manager,Very Good,85
REV000001,EMP000538,2021-04-20,Line Manager,Good,73
REV000001,EMP000538,2021-03-26,Line Manager,Excellent,99
REV000001,EMP000538,2025-11-13,Department Head,Needs Improvement,58
REV000001,EMP000538,2023-08-01,Department Head,Poor,33
REV000001,EMP000539,2024-04-22,HR Manager,Very Good,80
REV000001,EMP000539,2019-10-13,HR Manager,Good,78
REV000001,EMP000539,2020-05-05,HR Manager,Very Good,86
REV000001,EMP000539,2022-09-10,HR Manager,Very Good,87
REV000001,EMP000539,2019-09-12,HR Manager,Good,75
REV000001,EMP000539,2024-08-06,HR Manager,Good,74
REV000001,EMP000539,2022-02-28,HR Manager,Good,76
REV000001,EMP000540,2021-07-05,Department Head,Good,75
