TrainingID,EmployeeID,TrainingCourse,TrainingProvider,TrainingDate,Result
TRN000961,EMP000405,Compliance Training,Deloitte,2022-09-05,Completed
TRN000962,EMP000405,Health and Safety,KPMG,2024-12-25,Completed
TRN000963,EMP000406,Compliance Training,KPMG,2021-04-05,In Progress
TRN000964,EMP000406,Risk Management,Coursera,2023-06-06,Completed
TRN000965,EMP000406,Leadership Development,Udemy,2021-02-08,Completed
TRN000966,EMP000407,Cybersecurity Awareness,KPMG,2019-04-10,Completed
TRN000967,EMP000409,Data Analytics,Deloitte,2021-03-04,Failed
TRN000968,EMP000409,Customer Service,Udemy,2025-12-11,In Progress
TRN000969,EMP000411,Health and Safety,KPMG,2020-11-08,Completed
TRN000970,EMP000411,Risk Management,Udemy,2022-09-04,In Progress
TRN000971,EMP000411,Lean Manufacturing,KPMG,2021-06-19,In Progress
TRN000972,EMP000412,Health and Safety,Microsoft,2019-06-11,Completed
TRN000973,EMP000415,Compliance Training,Udemy,2023-03-15,Completed
TRN000974,EMP000415,Risk Management,Deloitte,2025-09-09,Completed
TRN000975,EMP000415,Quality Management,Coursera,2025-03-25,Failed
TRN000976,EMP000415,Lean Manufacturing,Microsoft,2022-07-10,Completed
TRN000977,EMP000415,Lean Manufacturing,KPMG,2021-07-09,Completed
TRN000978,EMP000417,Leadership Development,Geoflex Academy,2024-05-20,Completed
TRN000979,EMP000417,Risk Management,Udemy,2022-09-07,Completed
TRN000980,EMP000417,Leadership Development,Geoflex Academy,2025-01-12,Completed
TRN000981,EMP000417,Risk Management,Udemy,2025-10-03,Completed
TRN000982,EMP000417,Project Management,Udemy,2019-04-01,Completed
TRN000983,EMP000418,Quality Management,KPMG,2020-05-22,Completed
TRN000984,EMP000419,Quality Management,Geoflex Academy,2024-09-24,In Progress
TRN000985,EMP000419,Lean Manufacturing,Microsoft,2023-02-02,In Progress
TRN000986,EMP000419,Quality Management,Geoflex Academy,2022-07-15,Completed
TRN000987,EMP000419,Quality Management,KPMG,2020-09-24,Completed
TRN000988,EMP000420,Cybersecurity Awareness,Microsoft,2021-09-12,Completed
TRN000989,EMP000421,Health and Safety,Deloitte,2020-09-21,Completed
TRN000990,EMP000421,Leadership Development,Udemy,2022-01-10,Completed
TRN000991,EMP000421,Leadership Development,Udemy,2020-01-10,Completed
TRN000992,EMP000421,Compliance Training,Deloitte,2025-06-26,Failed
TRN000993,EMP000422,Health and Safety,Udemy,2021-11-15,Completed
TRN000994,EMP000422,Risk Management,Coursera,2021-03-17,Failed
TRN000995,EMP000423,Lean Manufacturing,Udemy,2025-06-19,Completed
TRN000996,EMP000423,Customer Service,Udemy,2020-08-25,Completed
TRN000997,EMP000423,Data Analytics,Geoflex Academy,2024-04-25,Completed
TRN000998,EMP000425,Data Analytics,KPMG,2020-09-22,Failed
TRN000999,EMP000425,Leadership Development,Deloitte,2021-09-05,In Progress
TRN001000,EMP000425,Cybersecurity Awareness,Deloitte,2021-08-18,Failed
TRN001001,EMP000426,Data Analytics,Udemy,2024-07-27,Completed
TRN001002,EMP000427,Leadership Development,Udemy,2021-01-18,Completed
TRN001003,EMP000427,Compliance Training,Coursera,2024-12-13,Completed
TRN001004,EMP000428,Project Management,Microsoft,2019-09-11,Failed
TRN001005,EMP000428,Cybersecurity Awareness,Udemy,2021-09-09,Completed
TRN001006,EMP000428,Project Management,Geoflex Academy,2023-08-13,Completed
TRN001007,EMP000428,Cybersecurity Awareness,Udemy,2021-04-24,Failed
TRN001008,EMP000430,Risk Management,Microsoft,2024-07-24,Completed
TRN001009,EMP000430,Leadership Development,Geoflex Academy,2024-12-01,In Progress
TRN001010,EMP000431,Project Management,KPMG,2025-02-23,Completed
TRN001011,EMP000431,Cybersecurity Awareness,Coursera,2019-04-02,In Progress
TRN001012,EMP000431,Cybersecurity Awareness,Microsoft,2023-12-19,Completed
TRN001013,EMP000431,Quality Management,Geoflex Academy,2020-08-16,In Progress
TRN001014,EMP000432,Health and Safety,Deloitte,2020-03-10,Failed
TRN001015,EMP000434,Cybersecurity Awareness,Udemy,2023-10-24,Completed
TRN001016,EMP000436,Project Management,Deloitte,2019-09-26,Completed
TRN001017,EMP000436,Leadership Development,Microsoft,2024-09-20,In Progress
TRN001018,EMP000437,Health and Safety,Deloitte,2022-03-15,Completed
TRN001019,EMP000437,Customer Service,Udemy,2022-07-25,In Progress
TRN001020,EMP000437,Health and Safety,Coursera,2019-04-20,Completed
TRN001021,EMP000437,Risk Management,Deloitte,2021-08-05,Completed
TRN001022,EMP000438,Customer Service,,2023-04-22,Failed
TRN001023,EMP000438,Quality Management,Coursera,2021-10-28,Completed
TRN001024,EMP000438,Cybersecurity Awareness,KPMG,2025-06-17,Completed
TRN001025,EMP000438,Data Analytics,KPMG,2021-03-24,Failed
TRN001026,EMP000438,Compliance Training,Coursera,2024-11-23,Completed
TRN001027,EMP000439,Leadership Development,Deloitte,2025-06-13,Completed
TRN001028,EMP000439,Leadership Development,,2024-07-11,Failed
TRN001029,EMP000439,Compliance Training,Deloitte,2019-09-16,Failed
TRN001030,EMP000439,Lean Manufacturing,Coursera,2025-09-22,Completed
TRN001031,EMP000439,Leadership Development,,2020-01-06,Completed
TRN001032,EMP000440,Quality Management,KPMG,2021-12-19,In Progress
TRN001033,EMP000440,Customer Service,Coursera,2023-02-01,Failed
TRN001034,EMP000441,Data Analytics,KPMG,2024-01-04,Failed
TRN001035,EMP000441,Project Management,KPMG,2022-02-16,Failed
TRN001036,EMP000441,Project Management,Microsoft,2025-03-25,Completed
TRN001037,EMP000442,Cybersecurity Awareness,KPMG,2022-08-13,Completed
TRN001038,EMP000442,Data Analytics,KPMG,2022-01-06,Completed
TRN001039,EMP000442,Health and Safety,Udemy,2019-06-26,Failed
TRN001040,EMP000443,Data Analytics,Geoflex Academy,2020-05-02,Completed
TRN001041,EMP000443,Cybersecurity Awareness,KPMG,2019-09-03,Failed
TRN001042,EMP000443,Compliance Training,KPMG,2024-07-15,Failed
TRN001043,EMP000445,Compliance Training,Deloitte,2021-08-25,In Progress
TRN001044,EMP000445,Data Analytics,Geoflex Academy,2022-02-02,Completed
TRN001045,EMP000446,Health and Safety,KPMG,2022-09-02,Completed
TRN001046,EMP000446,Leadership Development,Coursera,2025-10-02,Completed
TRN001047,EMP000446,Customer Service,Udemy,2024-03-04,In Progress
TRN001048,EMP000446,Data Analytics,Coursera,2024-01-21,Completed
TRN001049,EMP000447,Cybersecurity Awareness,Microsoft,2021-03-02,Completed
TRN001050,EMP000449,Lean Manufacturing,KPMG,2021-07-17,Completed
TRN001051,EMP000449,Leadership Development,Deloitte,2023-03-04,Failed
TRN001052,EMP000449,Cybersecurity Awareness,Microsoft,2023-09-04,Failed
TRN001053,EMP000449,Cybersecurity Awareness,KPMG,2021-06-13,Completed
TRN001054,EMP000451,Cybersecurity Awareness,Microsoft,2024-03-16,Failed
TRN001055,EMP000451,Project Management,Geoflex Academy,2021-05-23,Completed
TRN001056,EMP000451,Risk Management,Deloitte,2025-01-06,Completed
TRN001057,EMP000451,Compliance Training,Udemy,2021-02-25,In Progress
TRN001058,EMP000451,Data Analytics,Microsoft,2024-10-20,Failed
TRN001059,EMP000452,Quality Management,Deloitte,2023-07-09,In Progress
TRN001060,EMP000452,Risk Management,KPMG,2019-04-06,Completed
TRN001061,EMP000452,Data Analytics,Geoflex Academy,2019-12-03,Failed
TRN001062,EMP000452,Risk Management,Deloitte,2020-05-21,Completed
TRN001063,EMP000452,Leadership Development,Microsoft,2020-08-25,Completed
TRN001064,EMP000453,Lean Manufacturing,Geoflex Academy,2024-04-21,Completed
TRN001065,EMP000455,Quality Management,Udemy,2025-05-02,Completed
TRN001066,EMP000455,Quality Management,Microsoft,2021-08-07,Failed
TRN001067,EMP000456,Risk Management,Deloitte,2019-02-13,Completed
TRN001068,EMP000457,Leadership Development,Udemy,2025-05-25,Completed
TRN001069,EMP000458,Lean Manufacturing,Deloitte,2019-11-22,In Progress
TRN001070,EMP000458,Cybersecurity Awareness,KPMG,2019-03-11,In Progress
TRN001071,EMP000458,Data Analytics,Geoflex Academy,2025-04-28,Completed
TRN001072,EMP000458,Project Management,KPMG,2021-03-26,Failed
TRN001073,EMP000459,Risk Management,Deloitte,2023-04-17,Completed
TRN001074,EMP000459,Lean Manufacturing,Geoflex Academy,2020-11-17,In Progress
TRN001075,EMP000460,Health and Safety,Geoflex Academy,2024-06-02,Completed
TRN001076,EMP000461,Compliance Training,KPMG,2021-06-21,Completed
TRN001077,EMP000462,Data Analytics,KPMG,2019-06-19,Completed
TRN001078,EMP000463,Cybersecurity Awareness,Udemy,2025-05-19,Completed
TRN001079,EMP000464,Risk Management,Microsoft,2019-12-11,Completed
TRN001080,EMP000464,Health and Safety,Udemy,2019-02-12,Completed
TRN001081,EMP000464,Leadership Development,KPMG,2023-11-13,Completed
TRN001082,EMP000464,Cybersecurity Awareness,KPMG,2022-05-16,Completed
TRN001083,EMP000464,Risk Management,Udemy,2025-08-05,In Progress
TRN001084,EMP000465,Quality Management,Coursera,2024-09-13,Completed
TRN001085,EMP000465,Compliance Training,Microsoft,2025-02-18,Completed
TRN001086,EMP000465,Quality Management,Deloitte,2019-09-22,In Progress
TRN001087,EMP000465,Leadership Development,Udemy,2023-12-27,Completed
TRN001088,EMP000466,Project Management,Udemy,2025-05-09,Completed
TRN001089,EMP000466,Health and Safety,KPMG,2025-08-22,Failed
TRN001090,EMP000466,Project Management,,2022-10-27,Completed
TRN001091,EMP000466,Cybersecurity Awareness,Deloitte,2019-02-11,Failed
TRN001092,EMP000466,Project Management,Udemy,2021-09-08,Completed
TRN001093,EMP000468,Risk Management,Geoflex Academy,2020-03-05,Failed
TRN001094,EMP000468,Risk Management,Deloitte,2022-08-19,Completed
TRN001095,EMP000468,Leadership Development,Geoflex Academy,2022-05-16,Completed
TRN001096,EMP000468,Customer Service,Microsoft,2020-01-16,Completed
TRN001097,EMP000469,Health and Safety,Microsoft,2023-11-19,Completed
TRN001098,EMP000470,Cybersecurity Awareness,Udemy,2025-10-13,Completed
TRN001099,EMP000470,Project Management,Geoflex Academy,2021-12-19,Completed
TRN001100,EMP000470,Customer Service,KPMG,2022-09-23,Completed
TRN001101,EMP000471,Risk Management,Coursera,2020-03-05,Failed
TRN001102,EMP000471,Customer Service,Udemy,2025-11-25,Failed
TRN001103,EMP000471,Risk Management,Udemy,2020-02-08,Completed
TRN001104,EMP000472,Customer Service,Geoflex Academy,2021-12-28,Failed
TRN001105,EMP000472,Lean Manufacturing,Coursera,2024-04-06,Completed
TRN001106,EMP000473,Health and Safety,KPMG,2025-10-19,Completed
TRN001107,EMP000473,Quality Management,Udemy,2024-02-12,Completed
TRN001108,EMP000473,Data Analytics,Microsoft,2019-09-26,In Progress
TRN001109,EMP000474,Health and Safety,Geoflex Academy,2023-09-09,Failed
TRN001110,EMP000476,Project Management,Geoflex Academy,2022-09-15,Completed
TRN001111,EMP000476,Risk Management,KPMG,2020-12-11,Completed
TRN001112,EMP000478,Leadership Development,Coursera,2025-12-05,In Progress
TRN001113,EMP000478,Leadership Development,Deloitte,2022-06-21,Completed
TRN001114,EMP000478,Data Analytics,Udemy,2023-10-27,Completed
TRN001115,EMP000478,Data Analytics,Deloitte,2022-08-02,Completed
TRN001116,EMP000478,Project Management,Udemy,2025-01-05,Completed
TRN001117,EMP000479,Customer Service,Deloitte,2020-05-23,Completed
TRN001118,EMP000481,Leadership Development,Udemy,2022-12-13,Completed
TRN001119,EMP000481,Compliance Training,Coursera,2024-04-23,Completed
TRN001120,EMP000481,Leadership Development,Microsoft,2019-03-09,Completed
TRN001121,EMP000481,Customer Service,Udemy,2022-12-26,Completed
TRN001122,EMP000482,Compliance Training,Udemy,2025-11-17,Completed
TRN001123,EMP000482,Cybersecurity Awareness,Udemy,2019-04-23,Completed
TRN001124,EMP000482,Customer Service,Microsoft,2021-05-10,Completed
TRN001125,EMP000482,Compliance Training,Microsoft,2024-06-12,Completed
TRN001126,EMP000482,Quality Management,Deloitte,2025-03-04,Completed
TRN001127,EMP000483,Data Analytics,Udemy,2022-10-07,Completed
TRN001128,EMP000483,Customer Service,KPMG,2024-11-02,Completed
TRN001129,EMP000485,Quality Management,Microsoft,2025-06-27,Failed
TRN001130,EMP000485,Risk Management,Deloitte,2021-07-10,Failed
TRN001131,EMP000485,Quality Management,Geoflex Academy,2025-12-28,In Progress
TRN001132,EMP000486,Compliance Training,KPMG,2020-03-12,Completed
TRN001133,EMP000486,Project Management,Deloitte,2021-12-05,Completed
TRN001134,EMP000488,Cybersecurity Awareness,KPMG,2025-04-17,Completed
TRN001135,EMP000488,Customer Service,Geoflex Academy,2019-12-03,Failed
TRN001136,EMP000488,Compliance Training,Udemy,2022-01-13,Completed
TRN001137,EMP000488,Project Management,Geoflex Academy,2023-03-28,Completed
TRN001138,EMP000490,Lean Manufacturing,Microsoft,2019-01-25,Failed
TRN001139,EMP000490,Project Management,KPMG,2020-12-28,Completed
TRN001140,EMP000490,Cybersecurity Awareness,Deloitte,2024-08-02,In Progress
TRN001141,EMP000490,Quality Management,Microsoft,2025-11-23,Failed
TRN001142,EMP000494,Customer Service,Coursera,2024-05-17,Failed
TRN001143,EMP000494,Risk Management,Microsoft,2024-10-11,Completed
TRN001144,EMP000494,Risk Management,Coursera,2024-09-03,Completed
TRN001145,EMP000494,Health and Safety,Udemy,2022-11-02,In Progress
TRN001146,EMP000494,Project Management,Udemy,2022-07-21,Completed
TRN001147,EMP000495,Data Analytics,Deloitte,2022-05-23,Failed
TRN001148,EMP000495,Risk Management,KPMG,2024-10-26,Completed
TRN001149,EMP000496,Quality Management,Geoflex Academy,2019-05-18,Completed
TRN001150,EMP000496,Cybersecurity Awareness,Coursera,2020-03-19,Completed
TRN001151,EMP000496,PM,Microsoft,2019-05-06,Failed
TRN001152,EMP000497,Cybersecurity Awareness,Udemy,2025-09-12,In Progress
TRN001153,EMP000497,Risk Management,Microsoft,2024-12-25,In Progress
TRN001154,EMP000497,Compliance Training,Deloitte,2023-11-11,Completed
TRN001155,EMP000499,Lean Manufacturing,Geoflex Academy,2024-03-16,In Progress
TRN001156,EMP000499,Lean Manufacturing,Microsoft,2019-01-23,Completed
TRN001157,EMP000501,Data Analytics,Microsoft,2020-03-07,Failed
TRN001158,EMP000501,Risk Management,Udemy,2023-05-28,Completed
TRN001159,EMP000502,Lean Manufacturing,Geoflex Academy,2022-11-26,Completed
TRN001160,EMP000502,Data analytics,Deloitte,2020-06-09,Completed
TRN001161,EMP000503,Risk Management,Geoflex Academy,2019-12-10,Completed
TRN001162,EMP000504,Quality Management,Udemy,2022-06-22,Failed
TRN001163,EMP000504,Customer Service,KPMG,2020-12-14,In Progress
TRN001164,EMP000504,Lean Manufacturing,Geoflex Academy,2021-09-24,Completed
TRN001165,EMP000505,Quality Management,Udemy,2023-08-27,Completed
TRN001166,EMP000505,Lean Manufacturing,Microsoft,2022-02-13,Failed
TRN001167,EMP000505,Compliance Training,Udemy,2021-01-06,Completed
TRN001168,EMP000506,Lean Manufacturing,Coursera,2019-06-16,Completed
TRN001169,EMP000506,Data Analytics,Deloitte,2019-10-18,Failed
TRN001170,EMP000506,Health and Safety,Coursera,2024-05-22,Completed
TRN001171,EMP000507,LEAN manufacturing,Deloitte,2023-09-08,Completed
TRN001172,EMP000507,Data Analytics,Deloitte,2021-07-15,Failed
TRN001173,EMP000507,Cybersecurity Awareness,Microsoft,2019-02-03,Completed
TRN001174,EMP000508,Quality Management,,2023-07-17,Completed
TRN001175,EMP000508,Risk Management,Coursera,2023-09-14,Completed
TRN001176,EMP000508,Customer Service,Coursera,2025-03-15,Completed
TRN001177,EMP000509,Cyber Security,Udemy,2022-06-14,Completed
TRN001178,EMP000509,Compliance Training,Geoflex Academy,2023-08-13,Completed
TRN001179,EMP000509,Health and Safety,Udemy,2023-08-18,In Progress
TRN001180,EMP000509,Health and Safety,,2024-07-19,Completed
TRN001181,EMP000510,Lean Manufacturing,Microsoft,2024-01-09,Completed
TRN001182,EMP000510,Lean Manufacturing,Deloitte,2020-02-17,Completed
TRN001183,EMP000510,Risk Management,Udemy,2023-01-22,Completed
TRN001184,EMP000510,Lean Manufacturing,Deloitte,2023-10-26,Completed
TRN001185,EMP000510,Compliance Training,Coursera,2025-11-06,Completed
TRN001186,EMP000511,Health and Safety,Microsoft,2023-06-15,Failed
TRN001187,EMP000511,Cybersecurity Awareness,Geoflex Academy,2021-12-02,Completed
TRN001188,EMP000511,Leadership Development,Microsoft,2021-09-18,Completed
TRN001189,EMP000511,Health and Safety,Microsoft,2023-10-13,Failed
TRN001190,EMP000511,Customer Service,Microsoft,2021-08-19,In Progress
TRN001191,EMP000512,Customer Service,KPMG,2021-09-04,In Progress
TRN001192,EMP000512,Data Analytics,Microsoft,2020-02-13,Failed
TRN001193,EMP000512,Data Analytics,Geoflex Academy,2022-12-21,In Progress
TRN001194,EMP000512,Project Management,Udemy,2023-01-18,In Progress
TRN001195,EMP000513,Cybersecurity Awareness,Microsoft,2023-09-11,Completed
TRN001196,EMP000513,Compliance Training,Microsoft,2024-06-17,Failed
TRN001197,EMP000513,Health and Safety,Udemy,2021-03-02,Completed
TRN001198,EMP000513,Cybersecurity Awareness,Coursera,2020-05-23,In Progress
TRN001199,EMP000514,Compliance Training,Udemy,2025-10-26,Failed
TRN001200,EMP000514,Project Management,Microsoft,2019-07-23,Completed
TRN001201,EMP000514,Project Management,KPMG,2025-05-14,Failed
TRN001202,EMP000515,Quality Management,Geoflex Academy,2022-04-14,Completed
TRN001203,EMP000515,Project Management,Udemy,2020-09-01,Completed
TRN001204,EMP000516,Lean Manufacturing,Microsoft,2023-09-12,Completed
TRN001205,EMP000516,Leadership Development,Microsoft,2020-04-17,Completed
TRN001206,EMP000516,Cybersecurity Awareness,Deloitte,2023-03-08,Failed
TRN001207,EMP000517,Data Analytics,Deloitte,2024-11-24,Failed
TRN001208,EMP000518,Quality Management,Udemy,2022-06-28,Completed
TRN001209,EMP000518,Quality Management,Deloitte,2022-04-15,Failed
TRN001210,EMP000519,Risk Management,Udemy,2021-08-26,Completed
TRN001211,EMP000519,Project Management,Geoflex Academy,2022-12-23,Failed
TRN001212,EMP000519,Lean Manufacturing,Udemy,2020-10-26,Completed
TRN001213,EMP000519,Data Analytics,Udemy,2023-07-18,Failed
TRN001214,EMP000519,Leadership Development,Udemy,2025-05-05,Failed
TRN001215,EMP000520,PM,KPMG,2020-05-23,Completed
TRN001216,EMP000520,Project Management,Coursera,2025-05-21,In Progress
TRN001217,EMP000520,Risk Management,Microsoft,2024-06-22,Completed
TRN001218,EMP000520,Compliance Training,Deloitte,2023-10-15,Completed
TRN001219,EMP000521,Compliance Training,Coursera,2024-08-16,Completed
TRN001220,EMP000521,Data Analytics,Geoflex Academy,2021-07-09,Completed
TRN001221,EMP000521,Customer Service,Coursera,2024-01-01,Completed
TRN001222,EMP000521,Lean Manufacturing,Geoflex Academy,2023-09-08,Completed
TRN001223,EMP000521,Cybersecurity Awareness,Geoflex Academy,2024-06-20,Completed
TRN001224,EMP000522,Quality Management,Microsoft,2025-07-07,In Progress
TRN001225,EMP000522,Customer Service,Geoflex Academy,2019-09-10,Failed
TRN001226,EMP000522,Risk Management,Coursera,2021-06-23,Completed
TRN001227,EMP000522,Data Analytics,Udemy,2019-03-13,Completed
TRN001228,EMP000522,PM,Microsoft,2021-11-15,In Progress
TRN001229,EMP000524,Customer Service,Geoflex Academy,2023-01-07,In Progress
TRN001230,EMP000524,Data Analytics,Geoflex Academy,2025-01-15,Completed
TRN001231,EMP000524,Compliance Training,Microsoft,2025-09-11,Completed
TRN001232,EMP000524,Leadership Development,Deloitte,2023-04-18,Completed
TRN001233,EMP000524,Lean Manufacturing,Deloitte,2022-04-01,Failed
TRN001234,EMP000525,Project Management,Deloitte,2019-05-10,Completed
TRN001235,EMP000525,Health and Safety,Coursera,2019-12-19,Completed
TRN001236,EMP000526,Quality Management,KPMG,2020-03-14,Completed
TRN001237,EMP000526,Cybersecurity Awareness,Microsoft,2022-04-24,Completed
TRN001238,EMP000528,Risk Management,Microsoft,2023-02-16,Completed
TRN001239,EMP000528,Leadership Development,Udemy,2025-05-22,In Progress
TRN001240,EMP000529,Data Analytics,Coursera,2025-06-17,Completed
TRN001241,EMP000529,Lean Manufacturing,Udemy,2023-12-14,In Progress
TRN001242,EMP000530,Project Management,KPMG,2020-02-17,Completed
TRN001243,EMP000531,Customer Service,KPMG,2024-01-07,Completed
TRN001244,EMP000531,PM,Microsoft,2024-10-14,Completed
TRN001245,EMP000532,Risk Management,Microsoft,2019-07-23,Completed
TRN001246,EMP000532,Health and Safety,Coursera,2022-12-02,Failed
TRN001247,EMP000532,Customer Service,Geoflex Academy,2022-07-18,Completed
TRN001248,EMP000532,Quality Management,Geoflex Academy,2020-10-23,Completed
TRN001249,EMP000533,Leadership Development,Udemy,2025-04-24,In Progress
TRN001250,EMP000533,Lean Manufacturing,KPMG,2019-09-14,Completed
TRN001251,EMP000533,Quality Management,Deloitte,2020-07-22,In Progress
TRN001252,EMP000533,Leadership Development,Deloitte,2022-01-26,Completed
TRN001253,EMP000534,Health and Safety,Microsoft,2020-06-06,Completed
TRN001254,EMP000534,Risk Management,Coursera,2025-02-26,In Progress
TRN001255,EMP000534,Cybersecurity Awareness,Deloitte,2023-02-19,Completed
TRN001256,EMP000535,Cybersecurity Awareness,KPMG,2020-02-11,Completed
TRN001257,EMP000535,Project Management,Geoflex Academy,2025-06-27,Completed
TRN001258,EMP000535,Compliance Training,Coursera,2019-06-24,In Progress
TRN001259,EMP000536,Leadership Development,Deloitte,2025-05-01,Completed
TRN001260,EMP000536,Project Management,Deloitte,2022-06-14,Completed
TRN001261,EMP000536,Lean Manufacturing,Udemy,2019-01-15,Completed
TRN001262,EMP000538,Risk Management,Microsoft,2024-05-18,In Progress
TRN001263,EMP000538,Project Management,Coursera,2021-01-27,Completed
TRN001264,EMP000538,Health and Safety,Udemy,2024-10-05,Completed
TRN001265,EMP000538,Data Analytics,Coursera,2020-09-09,In Progress
TRN001266,EMP000538,Quality Management,KPMG,2019-07-04,In Progress
TRN001267,EMP000542,Risk Management,KPMG,2020-03-03,In Progress
TRN001268,EMP000544,Quality Management,Deloitte,2020-09-24,In Progress
TRN001269,EMP000544,Project Management,Udemy,2021-05-26,In Progress
TRN001270,EMP000545,Project Management,Deloitte,2022-06-22,Completed
TRN001271,EMP000545,Lean Manufacturing,,2019-06-02,Completed
TRN001272,EMP000547,Health and Safety,Coursera,2019-07-20,Completed
TRN001273,EMP000547,Compliance Training,Coursera,2025-02-07,Completed
TRN001274,EMP000548,Quality Management,Coursera,2020-10-27,In Progress
TRN001275,EMP000548,Leadership Development,Deloitte,2019-06-26,Completed
TRN001276,EMP000548,Leadership Development,Geoflex Academy,2024-07-06,In Progress
TRN001277,EMP000549,Project Management,Microsoft,2020-12-05,Completed
TRN001278,EMP000549,Project Management,Geoflex Academy,2020-09-18,Completed
TRN001279,EMP000550,Leadership Development,Udemy,2022-03-13,Completed
TRN001280,EMP000550,Cybersecurity Awareness,Deloitte,2023-11-27,Failed
TRN001281,EMP000550,Risk Management,Microsoft,2021-03-18,Completed
TRN001282,EMP000550,Customer Service,Udemy,2020-08-06,In Progress
TRN001283,EMP000551,Risk Management,KPMG,2019-03-17,Completed
TRN001284,EMP000551,Lean Manufacturing,Microsoft,2022-04-13,In Progress
TRN001285,EMP000551,Leadership Development,KPMG,2019-06-26,Completed
TRN001286,EMP000551,Compliance Training,Udemy,2021-06-09,Completed
TRN001287,EMP000551,Project Management,Udemy,2024-12-04,Completed
TRN001288,EMP000552,Leadership Development,Udemy,2025-04-09,Failed
TRN001289,EMP000552,Cybersecurity Awareness,KPMG,2019-11-28,Failed
TRN001290,EMP000552,Compliance Training,Coursera,2023-06-11,Completed
TRN001291,EMP000553,Risk Management,KPMG,2019-04-04,Failed
TRN001292,EMP000553,Cybersecurity Awareness,Coursera,2024-01-23,Completed
TRN001293,EMP000555,Lean Manufacturing,Udemy,2025-11-25,Failed
TRN001294,EMP000555,Cybersecurity Awareness,Microsoft,2024-09-18,Completed
TRN001295,EMP000555,Quality Management,Udemy,2025-10-28,In Progress
TRN001296,EMP000555,Risk Management,Deloitte,2025-01-13,Completed
TRN001297,EMP000556,Quality Management,Coursera,2019-06-01,Completed
TRN001298,EMP000556,Risk Management,Geoflex Academy,2024-04-05,In Progress
TRN001299,EMP000556,Compliance Training,Geoflex Academy,2024-05-12,Completed
TRN001300,EMP000556,Data Analytics,KPMG,2025-04-24,Failed
TRN001301,EMP000556,Cybersecurity Awareness,KPMG,2022-01-12,Failed
TRN001302,EMP000557,Lean Manufacturing,Deloitte,2023-09-10,Completed
TRN001303,EMP000558,Lean Manufacturing,Udemy,2021-04-28,Completed
TRN001304,EMP000558,Risk Management,KPMG,2025-12-18,Failed
TRN001305,EMP000558,Cybersecurity Awareness,Microsoft,2022-03-13,Completed
TRN001306,EMP000558,Data Analytics,Geoflex Academy,2024-09-22,Completed
TRN001307,EMP000558,Data Analytics,KPMG,2020-08-04,Completed
TRN001308,EMP000559,Lean Manufacturing,Deloitte,2020-12-09,Completed
TRN001309,EMP000559,Leadership Development,Udemy,2019-10-28,Completed
TRN001310,EMP000559,Customer Service,Geoflex Academy,2021-03-01,In Progress
TRN001311,EMP000559,Lean Manufacturing,Udemy,2020-01-03,Completed
TRN001312,EMP000559,Leadership Development,Udemy,2024-01-13,Completed
TRN001313,EMP000560,Lean Manufacturing,Microsoft,2025-04-21,In Progress
TRN001314,EMP000560,Risk Management,Coursera,2025-03-28,In Progress
TRN001315,EMP000560,Quality Management,KPMG,2020-09-16,Completed
TRN001316,EMP000562,Health and Safety,Microsoft,2023-11-11,Completed
TRN001317,EMP000562,Lean Manufacturing,Deloitte,2020-03-14,Completed
TRN001318,EMP000562,Leadership Development,Geoflex Academy,2024-01-27,Completed
TRN001319,EMP000565,Customer Service,Microsoft,2023-04-07,Completed
TRN001320,EMP000566,Customer Service,KPMG,2021-03-17,In Progress
TRN001321,EMP000566,Health and Safety,Geoflex Academy,2023-04-09,Failed
TRN001322,EMP000566,Health and Safety,Geoflex Academy,2023-12-03,Completed
TRN001323,EMP000566,Leadership Development,Udemy,2024-09-26,Completed
TRN001324,EMP000566,Data Analytics,Deloitte,2025-10-13,Completed
TRN001325,EMP000567,Cybersecurity Awareness,KPMG,2023-03-16,Completed
TRN001326,EMP000568,Project Management,Deloitte,2024-05-26,Failed
TRN001327,EMP000569,Compliance Training,Microsoft,2019-07-20,Failed
TRN001328,EMP000569,Cybersecurity Awareness,Udemy,2024-11-12,In Progress
TRN001329,EMP000569,Lean Manufacturing,Geoflex Academy,2023-02-03,Failed
TRN001330,EMP000569,Data Analytics,Coursera,2023-07-27,Failed
TRN001331,EMP000569,Lean Manufacturing,,2024-02-25,Completed
TRN001332,EMP000570,Quality Management,Deloitte,2023-06-20,Failed
TRN001333,EMP000571,Risk Management,Coursera,2022-03-05,In Progress
TRN001334,EMP000571,Customer Service,Geoflex Academy,2021-04-25,Completed
TRN001335,EMP000573,Lean Manufacturing,KPMG,2024-11-22,Completed
TRN001336,EMP000573,Lean Manufacturing,Deloitte,2019-02-17,Completed
TRN001337,EMP000574,Health and Safety,Udemy,2022-10-25,Completed
TRN001338,EMP000574,Project Management,KPMG,2021-04-26,Completed
TRN001339,EMP000575,Project Management,Geoflex Academy,2023-11-12,Completed
TRN001340,EMP000575,Leadership Development,Microsoft,2021-02-09,Failed
TRN001341,EMP000575,Data Analytics,Udemy,2025-05-05,Completed
TRN001342,EMP000576,Cybersecurity Awareness,Coursera,2022-03-28,Completed
TRN001343,EMP000576,Compliance Training,KPMG,2023-07-06,Completed
