LeaveID,EmployeeID,LeaveType,StartDate,EndDate,DurationDays,ApprovalStatus
LEV001063,EMP000531,Annual Leave,2020-10-15,2020-11-05,21,Approved
LEV001064,EMP000534,Annual Leave,2021-05-13,2021-06-12,30,Approved
LEV001065,EMP000534,Paternity Leave,2020-09-29,2020-10-16,17,Approved
LEV001066,EMP000535,Annual Leave,2022-05-16,2022-05-26,10,Approved
LEV001067,EMP000535,Sick Leave,2019-02-06,2019-03-06,28,Approved
LEV001068,EMP000535,Annual Leave,2020-08-14,2020-09-11,28,Rejected
LEV001069,EMP000536,Paternity Leave,2024-03-20,2024-03-29,9,Approved
LEV001070,EMP000536,Study Leave,2023-11-10,2023-12-10,30,Approved
LEV001071,EMP000536,Paternity Leave,2024-07-27,2024-08-03,7,Approved
LEV001072,EMP000537,Sick Leave,2024-06-14,2024-07-05,21,Approved
LEV001073,EMP000537,Annual Leave,2022-04-02,2022-04-08,6,Approved
LEV001074,EMP000537,Maternity Leave,2025-06-05,2025-06-10,5,Approved
LEV001075,EMP000537,Annual Leave,2024-03-14,2024-04-06,23,Approved
LEV001076,EMP000539,Paternity Leave,2019-03-09,2019-03-10,1,Approved
LEV001077,EMP000539,Study Leave,2022-12-31,2023-01-23,23,Approved
LEV001078,EMP000539,Annual Leave,2020-04-11,2020-04-26,15,Approved
LEV001079,EMP000539,Compassionate Leave,2025-08-11,2025-09-02,22,Approved
LEV001080,EMP000540,Annual Leave,2022-07-02,2022-07-08,6,Approved
LEV001081,EMP000541,Compassionate Leave,2021-02-01,2021-02-27,26,Approved
LEV001082,EMP000541,Maternity Leave,2020-07-28,2020-07-31,3,Approved
LEV001083,EMP000541,Study Leave,2023-09-13,2023-10-06,23,Approved
LEV001084,EMP000542,Study Leave,2020-06-01,2020-06-17,16,Approved
LEV001085,EMP000545,Sick Leave,2022-10-04,2022-11-03,30,Pending
LEV001086,EMP000545,Annual Leave,2019-11-07,2019-11-20,13,Approved
LEV001087,EMP000546,Maternity Leave,2024-06-11,2024-06-12,1,Approved
LEV001088,EMP000546,Maternity Leave,2024-01-20,2024-01-30,10,Pending
LEV001089,EMP000546,Study Leave,2023-09-04,2023-09-06,2,Approved
LEV001090,EMP000546,Sick Leave,2019-11-30,2019-12-11,11,Rejected
LEV001091,EMP000547,Study Leave,2022-02-25,2022-03-07,10,Approved
LEV001092,EMP000547,Paternity Leave,2022-01-04,2022-01-11,7,Rejected
LEV001093,EMP000547,Annual Leave,2019-10-05,2019-10-11,6,Approved
LEV001094,EMP000548,Compassionate Leave,2019-03-11,2019-04-01,21,Approved
LEV001095,EMP000548,Annual Leave,2025-02-15,2025-03-13,26,Approved
LEV001096,EMP000548,,2019-02-15,2019-02-22,7,Approved
LEV001097,EMP000548,Maternity Leave,2023-03-15,2023-03-17,2,Approved
LEV001098,EMP000549,Compassionate Leave,2022-05-20,2022-06-05,16,Rejected
LEV001099,EMP000549,Study Leave,2022-12-17,2023-01-05,19,Pending
LEV001100,EMP000549,,2023-07-01,2023-07-21,20,Rejected
LEV001101,EMP000550,Compassionate Leave,2023-08-07,2023-08-30,23,Rejected
LEV001102,EMP000550,Annual Leave,2023-02-14,2023-03-09,23,Approved
LEV001103,EMP000550,Study Leave,2024-10-21,2024-11-10,20,Rejected
LEV001104,EMP000550,Vacation,2019-10-03,2019-10-12,9,Rejected
LEV001105,EMP000552,Annual Leave,2024-11-22,2024-11-28,6,Approved
LEV001106,EMP000552,Compassionate Leave,2021-06-05,2021-06-10,5,Rejected
LEV001107,EMP000552,Compassionate Leave,2021-04-21,2021-05-03,12,Approved
LEV001108,EMP000553,Annual Leave,2023-12-02,2023-12-31,29,Rejected
LEV001109,EMP000553,Paternity Leave,2023-12-29,2024-01-18,20,Approved
LEV001110,EMP000553,Maternity Leave,2019-10-03,2019-10-15,12,Approved
LEV001111,EMP000555,Study Leave,2025-06-26,2025-07-02,6,Approved
LEV001112,EMP000555,Annual Leave,2021-03-23,2021-04-07,15,Approved
LEV001113,EMP000555,Maternity Leave,2024-06-16,2024-07-01,15,Approved
LEV001114,EMP000556,Maternity Leave,2021-10-23,2021-10-31,8,Approved
LEV001115,EMP000556,Annual Leave,2020-08-13,2020-08-27,14,Approved
LEV001116,EMP000556,Study Leave,2020-04-03,2020-04-17,14,Rejected
LEV001117,EMP000557,Annual Leave,2023-05-25,2023-04-28,27,Rejected
LEV001118,EMP000557,Maternity Leave,2019-08-29,2019-09-16,18,Approved
LEV001119,EMP000557,Maternity Leave,2019-09-21,2019-10-06,15,Rejected
LEV001120,EMP000557,Maternity Leave,2019-04-12,2019-04-14,2,Rejected
LEV001121,EMP000558,Annual Leave,2024-11-09,2024-11-29,20,Rejected
LEV001122,EMP000558,Maternity Leave,2022-07-28,2022-08-26,29,Approved
LEV001123,EMP000558,Study Leave,2020-06-08,2020-07-07,29,Approved
LEV001124,EMP000559,Study Leave,2020-06-11,2020-07-01,20,Approved
LEV001125,EMP000559,Paternity Leave,2023-04-19,2023-04-30,11,Approved
LEV001126,EMP000560,Sick Leave,2020-08-20,2020-09-15,26,Approved
LEV001127,EMP000560,Maternity Leave,2024-12-19,2025-01-09,21,Rejected
LEV001128,EMP000560,,2023-09-14,2023-09-26,12,Pending
LEV001129,EMP000563,Paternity Leave,2023-09-18,2023-09-29,11,Approved
LEV001130,EMP000564,annual leave,2022-03-09,2022-03-16,7,Pending
LEV001131,EMP000564,Compassionate Leave,2019-07-30,2019-08-13,14,Approved
LEV001132,EMP000564,Paternity Leave,2022-07-30,2022-08-23,24,Approved
LEV001133,EMP000566,Compassionate Leave,2020-08-04,2020-09-03,30,Rejected
LEV001134,EMP000566,Sick Leave,2022-05-31,2022-06-14,14,Approved
LEV001135,EMP000566,Compassionate Leave,2020-04-09,2020-05-08,29,Approved
LEV001136,EMP000567,Study Leave,2022-12-12,2023-01-01,20,Approved
LEV001137,EMP000567,,2019-05-27,2019-06-26,30,Approved
LEV001138,EMP000569,Sick Leave,2022-03-09,2022-04-07,29,Approved
LEV001139,EMP000569,Maternity Leave,2022-12-13,2022-12-23,10,Pending
LEV001140,EMP000570,Sick Leave,2019-12-10,2019-12-25,15,Approved
LEV001141,EMP000570,Annual Leave,2022-04-23,2022-05-21,28,Pending
LEV001142,EMP000570,Maternity Leave,2025-05-25,2025-06-14,20,Approved
LEV001143,EMP000571,Compassionate Leave,2024-03-30,2024-04-14,15,Approved
LEV001144,EMP000572,Sick Leave,2023-03-15,2023-03-23,8,Pending
LEV001145,EMP000573,Maternity Leave,2025-10-15,2025-11-04,20,Approved
LEV001146,EMP000573,Annual Leave,2021-08-11,2021-09-01,21,Pending
LEV001147,EMP000575,Annual Leave,2021-10-16,2021-10-24,8,Pending
LEV001148,EMP000576,Paternity Leave,2024-07-01,2024-07-25,24,Pending
LEV001149,EMP000577,Study Leave,2025-09-15,2025-10-11,26,Pending
LEV001150,EMP000577,Study Leave,2020-10-16,2020-11-06,21,Approved
LEV001151,EMP000578,Maternity Leave,2021-07-06,2021-08-01,26,Approved
LEV001152,EMP000578,Maternity Leave,2022-12-26,2022-12-28,2,Rejected
LEV001153,EMP000578,Study Leave,2019-08-14,2019-08-24,10,Approved
LEV001154,EMP000579,Compassionate Leave,2023-09-04,2023-09-10,6,Pending
LEV001155,EMP000579,Compassionate Leave,2022-12-16,2023-01-11,26,Approved
LEV001156,EMP000579,Sick Leave,2025-01-30,2025-02-06,7,Approved
LEV001157,EMP000580,Annual Leave,2022-06-12,2022-06-26,14,Approved
LEV001158,EMP000581,Annual Leave,2024-02-11,2024-02-21,10,Approved
LEV001159,EMP000581,Study Leave,2019-05-09,2019-05-31,22,Rejected
LEV001160,EMP000581,Sick Leave,2024-08-21,2024-08-27,6,Approved
LEV001161,EMP000581,Annual Leave,2022-11-19,2022-12-09,20,Approved
LEV001162,EMP000582,Maternity Leave,2022-12-18,2022-12-27,9,Approved
LEV001163,EMP000582,Maternity Leave,2025-10-14,2025-11-10,27,Rejected
LEV001164,EMP000582,Annual Leave,2019-12-16,2019-12-17,1,Pending
LEV001165,EMP000582,Maternity Leave,2024-11-11,2024-11-19,8,Rejected
LEV001166,EMP000583,Maternity Leave,2020-12-07,2020-12-20,13,Approved
LEV001167,EMP000583,Annual Leave,2021-02-07,2021-02-20,13,Pending
LEV001168,EMP000583,Annual Leave,2024-04-06,2024-04-29,23,Rejected
LEV001169,EMP000584,Compassionate Leave,2021-08-25,2021-09-15,21,Approved
LEV001170,EMP000585,Maternity Leave,2020-08-29,2020-09-14,16,Approved
LEV001171,EMP000585,Study Leave,2019-10-14,2019-10-27,13,Approved
LEV001172,EMP000585,Maternity Leave,2022-01-11,2022-02-09,29,Approved
LEV001173,EMP000585,Annual Leave,2020-02-02,2020-02-27,25,Rejected
LEV001174,EMP000587,Study Leave,2019-04-29,2019-05-18,19,Pending
LEV001175,EMP000588,Sick Leave,2025-03-11,2025-03-29,18,Approved
LEV001176,EMP000588,Paternity Leave,2024-04-06,2024-04-13,7,Pending
LEV001177,EMP000588,Paternity Leave,2023-05-01,2023-05-03,2,Pending
LEV001178,EMP000589,Study Leave,2025-04-12,2025-03-21,22,Pending
LEV001179,EMP000590,Annual Leave,2021-10-05,2021-10-24,19,Approved
LEV001180,EMP000591,Sick,2024-05-02,2024-05-19,17,Approved
LEV001181,EMP000591,Study Leave,2024-09-28,2024-10-10,12,Pending
LEV001182,EMP000592,Compassionate Leave,2023-05-28,2023-06-23,26,Approved
LEV001183,EMP000593,Study Leave,2020-12-03,2021-01-01,29,Rejected
LEV001184,EMP000593,Study Leave,2019-09-11,2019-09-16,5,Approved
LEV001185,EMP000593,Annual Leave,2021-03-04,2021-03-12,8,Approved
LEV001186,EMP000593,Annual Leave,2020-11-17,2020-11-28,11,Rejected
LEV001187,EMP000594,Annual Leave,2019-07-01,2019-07-28,27,Approved
LEV001188,EMP000594,Paternity Leave,2022-06-04,2022-06-12,8,Pending
LEV001189,EMP000595,Maternity Leave,2020-11-27,2020-12-07,10,Approved
LEV001190,EMP000595,Maternity Leave,2024-01-01,2024-01-25,24,Approved
LEV001191,EMP000596,Sick Leave,2020-04-14,2020-05-10,26,Pending
LEV001192,EMP000596,Sick Leave,2022-09-03,2022-09-23,20,Approved
LEV001193,EMP000598,Paternity Leave,2022-03-27,2022-04-03,7,Approved
LEV001194,EMP000598,Sick Leave,2022-03-13,2022-03-22,9,Rejected
LEV001195,EMP000598,Sick Leave,2024-04-15,2024-04-27,12,Approved
LEV001196,EMP000598,Maternity Leave,2019-10-17,2019-10-28,11,Approved
LEV001197,EMP000599,Study Leave,2023-01-07,2023-01-27,20,Approved
LEV001198,EMP000599,Study Leave,2025-10-26,2025-11-19,24,Approved
LEV001199,EMP000600,Study Leave,2020-02-04,2020-03-01,26,Rejected
LEV001200,EMP000600,Annual Leave,2019-05-25,2019-06-11,17,Rejected
LEV001201,EMP000600,Annual Leave,2025-08-13,2025-08-28,15,Approved
LEV001202,EMP000601,Study Leave,2024-01-16,2024-02-11,26,Rejected
LEV001203,EMP000601,Sick Leave,2021-11-04,2021-11-14,10,Pending
LEV001204,EMP000602,Study Leave,2019-08-16,2019-08-17,1,Approved
LEV001205,EMP000603,Study Leave,2019-07-05,2019-07-21,16,Rejected
LEV001206,EMP000603,Compassionate Leave,2019-06-28,2019-06-29,1,Approved
LEV001207,EMP000603,Annual Leave,2022-03-22,2022-03-24,2,Rejected
LEV001208,EMP000604,Paternity Leave,2020-11-01,2020-11-16,15,Approved
LEV001209,EMP000604,Annual Leave,2020-12-04,2020-12-24,20,Approved
LEV001210,EMP000604,Maternity Leave,2021-08-02,2021-08-13,11,Pending
LEV001211,EMP000605,Sick Leave,2025-02-01,2025-02-24,23,Approved
LEV001212,EMP000606,Paternity Leave,2024-11-13,2024-11-28,15,Approved
LEV001213,EMP000606,Study Leave,2023-06-04,2023-06-17,13,Approved
LEV001214,EMP000607,Sick Leave,2022-05-23,2022-06-02,10,Rejected
LEV001215,EMP000608,Maternity Leave,2021-01-13,2021-02-02,20,Pending
LEV001216,EMP000608,Study Leave,2024-02-14,2024-02-29,15,Approved
LEV001217,EMP000608,Compassionate Leave,2019-06-17,2019-07-17,30,Rejected
LEV001218,EMP000608,Compassionate Leave,2022-04-06,2022-04-15,9,Pending
LEV001219,EMP000611,Sick Leave,2025-09-04,2025-09-22,18,Rejected
LEV001220,EMP000612,Study Leave,2019-04-12,2019-04-15,3,Approved
LEV001221,EMP000612,Maternity Leave,2020-12-17,2020-12-25,8,Pending
LEV001222,EMP000612,Compassionate Leave,2023-06-26,2023-06-28,2,Rejected
LEV001223,EMP000612,Annual Leave,2023-01-30,2023-02-04,5,Approved
LEV001224,EMP000613,Annual Leave,2020-07-12,2020-07-24,12,Rejected
LEV001225,EMP000613,Sick Leave,2023-07-12,2023-08-02,21,Approved
LEV001226,EMP000613,Maternity Leave,2023-03-31,2023-04-14,14,Approved
LEV001227,EMP000613,Paternity Leave,2021-05-17,2021-05-19,2,Rejected
LEV001228,EMP000614,Paternity Leave,2025-04-09,2025-05-06,27,Approved
LEV001229,EMP000614,Sick Leave,2019-06-05,2019-07-05,30,Pending
LEV001230,EMP000614,Paternity Leave,2020-10-19,2020-11-14,26,Rejected
LEV001231,EMP000615,Compassionate Leave,2020-01-12,2020-02-08,27,Rejected
LEV001232,EMP000616,Paternity Leave,2024-07-13,2024-08-04,22,Rejected
LEV001233,EMP000617,Study Leave,2025-06-01,2025-06-07,6,Approved
LEV001234,EMP000617,Maternity Leave,2021-01-21,2021-02-18,28,Approved
LEV001235,EMP000618,Sick Leave,2023-10-12,2023-10-19,7,Approved
LEV001236,EMP000619,Study Leave,2025-07-20,2025-08-12,23,Approved
LEV001237,EMP000620,Compassionate Leave,2024-06-14,2024-06-20,6,Pending
LEV001238,EMP000620,Compassionate Leave,2023-11-30,2023-12-21,21,Pending
LEV001239,EMP000620,Annual Leave,2022-10-07,2022-10-25,18,Rejected
LEV001240,EMP000621,Maternity Leave,2024-07-03,2024-07-24,21,Rejected
LEV001241,EMP000621,Paternity Leave,2021-12-18,2021-12-24,6,Approved
LEV001242,EMP000621,Paternity Leave,2019-05-04,2019-05-12,8,Approved
LEV001243,EMP000621,Study Leave,2024-10-08,2024-10-16,8,Approved
LEV001244,EMP000622,Compassionate Leave,2022-11-07,2022-11-30,23,Approved
LEV001245,EMP000622,Study Leave,2023-01-23,2023-02-20,28,Approved
LEV001246,EMP000622,Sick Leave,2019-04-12,2019-04-19,7,Approved
LEV001247,EMP000622,Compassionate Leave,2019-12-31,2020-01-06,6,Approved
LEV001248,EMP000624,Maternity Leave,2022-08-26,2022-09-14,19,Approved
LEV001249,EMP000624,Paternity Leave,2019-03-02,2019-03-27,25,Approved
LEV001250,EMP000624,Sick Leave,2021-01-04,2021-01-09,-5,Approved
LEV001251,EMP000625,Annual Leave,2023-02-17,2023-02-21,4,Pending
LEV001252,EMP000625,Annual Leave,2025-11-02,2025-12-02,30,Rejected
LEV001253,EMP000625,Annual Leave,2020-04-06,2020-03-17,20,Approved
LEV001254,EMP000626,Annual Leave,2019-04-18,2019-04-22,4,Pending
LEV001255,EMP000626,Paternity Leave,2021-11-28,2021-12-14,16,Pending
LEV001256,EMP000626,Compassionate Leave,2021-03-29,2021-04-23,25,Pending
LEV001257,EMP000626,Sick Leave,2021-01-09,2021-02-05,27,Pending
LEV001258,EMP000627,Maternity Leave,2023-05-11,2023-05-13,2,Rejected
LEV001259,EMP000627,Sick Leave,2025-01-11,2025-02-03,23,Approved
LEV001260,EMP000627,Sick Leave,2019-12-26,2019-12-30,4,Approved
LEV001261,EMP000628,Paternity Leave,2024-12-02,2024-12-10,8,Approved
LEV001262,EMP000628,Maternity Leave,2019-05-16,2019-06-15,30,Approved
LEV001263,EMP000631,Study Leave,2025-09-05,2025-10-01,26,Pending
LEV001264,EMP000631,Annual Leave,2020-04-22,2020-04-29,7,Rejected
LEV001265,EMP000633,,2019-04-02,2019-04-30,28,Approved
LEV001266,EMP000633,Sick Leave,2021-08-18,2021-09-09,22,Pending
LEV001267,EMP000634,Compassionate Leave,2021-03-08,2021-03-15,7,Approved
LEV001268,EMP000635,Compassionate Leave,2019-09-28,2019-09-30,2,Rejected
LEV001269,EMP000635,Compassionate Leave,2023-08-07,2023-08-21,14,Approved
LEV001270,EMP000637,Maternity Leave,2021-08-12,2021-08-23,11,Approved
LEV001271,EMP000637,Annual Leave,2019-08-28,2019-09-11,14,Rejected
LEV001272,EMP000638,Paternity Leave,2019-05-03,2019-05-26,23,Approved
LEV001273,EMP000638,Compassionate Leave,2020-07-21,2020-07-25,4,Pending
LEV001274,EMP000639,Annual Leave,2024-10-24,2024-10-28,4,Pending
LEV001275,EMP000639,Paternity Leave,2021-01-24,2021-02-08,15,Approved
LEV001276,EMP000639,Maternity Leave,2019-11-08,2019-12-03,25,Approved
LEV001277,EMP000643,Paternity Leave,2024-09-09,2024-09-22,13,Approved
LEV001278,EMP000643,Annual Leave,2024-03-07,2024-03-26,19,Approved
LEV001279,EMP000644,Study Leave,2024-03-31,2024-04-06,6,Approved
LEV001280,EMP000644,Annual Leave,2023-03-31,2023-03-12,19,Pending
LEV001281,EMP000645,Annual Leave,2024-12-22,2025-01-01,10,Rejected
LEV001282,EMP000645,Paternity Leave,2025-04-16,2025-05-16,30,Approved
LEV001283,EMP000646,Sick Leave,2023-12-13,2024-01-02,20,Approved
LEV001284,EMP000646,Compassionate Leave,2021-02-15,2021-03-10,23,Approved
LEV001285,EMP000647,Sick Leave,2020-11-05,2020-12-04,29,Rejected
LEV001286,EMP000648,Study Leave,2023-02-06,2023-02-21,15,Approved
LEV001287,EMP000648,Annual Leave,2020-11-06,2020-11-25,19,Approved
LEV001288,EMP000650,Sick,2022-05-27,2022-06-17,21,Pending
LEV001289,EMP000650,Maternity Leave,2025-03-25,2025-04-08,14,Approved
LEV001290,EMP000650,Sick Leave,2024-07-18,2024-08-16,29,Rejected
LEV001291,EMP000651,Compassionate Leave,2024-03-08,2024-04-02,25,Approved
LEV001292,EMP000652,Paternity Leave,2023-04-28,2023-05-22,24,Approved
LEV001293,EMP000652,Study Leave,2023-05-29,2023-06-10,12,Approved
LEV001294,EMP000653,Study Leave,2025-05-22,2025-05-23,1,Approved
LEV001295,EMP000653,Sick Leave,2025-11-10,2025-12-02,22,Approved
LEV001296,EMP000653,Annual Leave,2021-03-16,2021-04-03,18,Approved
LEV001297,EMP000654,Annual Leave,2021-08-17,2021-09-15,29,Pending
LEV001298,EMP000654,Annual Leave,2019-02-10,2019-03-03,21,Approved
LEV001299,EMP000655,Sick Leave,2022-06-08,2022-06-10,2,Approved
LEV001300,EMP000656,Paternity Leave,2025-08-21,2025-09-03,13,Approved
LEV001301,EMP000657,Study Leave,2024-03-28,2024-04-10,13,Approved
LEV001302,EMP000659,Paternity Leave,2020-11-11,2020-11-19,8,Approved
LEV001303,EMP000659,Annual Leave,2019-02-23,2019-03-11,16,Approved
LEV001304,EMP000660,Annual Leave,2022-10-27,2022-11-23,-5,Approved
LEV001305,EMP000660,Annual Leave,2022-07-06,2022-07-29,23,Approved
LEV001306,EMP000661,Maternity Leave,2019-06-17,2019-07-06,19,Approved
LEV001307,EMP000661,Annual Leave,2019-01-05,2019-01-08,3,Pending
LEV001308,EMP000663,Sick Leave,2021-06-21,2021-07-01,10,Rejected
LEV001309,EMP000664,Study Leave,2023-06-20,2023-06-23,3,Rejected
LEV001310,EMP000665,Compassionate Leave,2019-12-27,2020-01-19,23,Rejected
LEV001311,EMP000666,Study Leave,2024-05-30,2024-06-14,15,Pending
LEV001312,EMP000666,Paternity Leave,2021-10-08,2021-11-02,25,Rejected
LEV001313,EMP000666,Maternity Leave,2022-10-16,2022-10-31,15,Approved
LEV001314,EMP000666,Annual Leave,2020-07-05,2020-07-18,13,Approved
LEV001315,EMP000667,Paternity Leave,2019-10-11,2019-11-07,27,Approved
LEV001316,EMP000668,Compassionate Leave,2024-08-22,2024-09-06,15,Pending
LEV001317,EMP000669,Paternity Leave,2024-07-21,2024-08-10,20,Rejected
LEV001318,EMP000670,Paternity Leave,2021-06-17,2021-07-09,22,Approved
LEV001319,EMP000670,Study Leave,2024-02-22,2024-02-23,1,Approved
LEV001320,EMP000671,Study Leave,2022-03-08,2022-03-19,11,Approved
LEV001321,EMP000671,Annual Leave,2025-10-16,2025-10-25,9,Approved
LEV001322,EMP000671,Annual Leave,2020-11-22,2020-11-29,7,Approved
LEV001323,EMP000671,Maternity Leave,2023-09-05,2023-09-13,8,Approved
LEV001324,EMP000672,Compassionate Leave,2021-06-29,2021-07-01,2,Pending
LEV001325,EMP000672,Maternity Leave,2025-09-07,2025-10-01,24,Approved
LEV001326,EMP000672,Sick,2024-08-26,2024-08-07,19,Approved
LEV001327,EMP000673,Sick Leave,2025-05-27,2025-06-16,20,Pending
LEV001328,EMP000673,Study Leave,2020-05-03,2020-05-24,21,Approved
LEV001329,EMP000673,Paternity Leave,2025-07-21,2025-07-22,1,Approved
LEV001330,EMP000673,Study Leave,2020-09-13,2020-09-23,-5,Approved
LEV001331,EMP000674,Compassionate Leave,2024-06-12,2024-07-04,22,Approved
LEV001332,EMP000676,Paternity Leave,2023-03-19,2023-04-09,21,Approved
LEV001333,EMP000676,Paternity Leave,2025-02-25,2025-03-11,14,Pending
LEV001334,EMP000677,Sick Leave,2025-12-17,2025-12-23,6,Pending
LEV001335,EMP000677,Annual Leave,2022-06-17,2022-07-04,17,Pending
LEV001336,EMP000677,Compassionate Leave,2019-05-30,2019-06-16,17,Approved
LEV001337,EMP000679,Paternity Leave,2024-05-18,2024-05-23,5,Approved
LEV001338,EMP000680,Paternity Leave,2019-04-10,2019-04-18,8,Pending
LEV001339,EMP000680,Compassionate Leave,2023-03-24,2023-04-12,19,Pending
LEV001340,EMP000680,Maternity Leave,2025-10-02,2025-10-30,28,Rejected
LEV001341,EMP000681,Maternity Leave,2023-08-12,2023-09-01,20,Approved
LEV001342,EMP000681,Sick Leave,2023-08-05,2023-08-23,18,Rejected
LEV001343,EMP000681,Compassionate Leave,2022-02-19,2022-03-10,19,Approved
LEV001344,EMP000681,Sick Leave,2022-10-10,2022-10-31,21,Rejected
LEV001345,EMP000682,Maternity Leave,2019-07-05,2019-08-03,29,Approved
LEV001346,EMP000682,Paternity Leave,2020-06-29,2020-07-06,7,Approved
LEV001347,EMP000682,Compassionate Leave,2024-09-19,2024-09-23,4,Approved
LEV001348,EMP000683,Sick Leave,2022-10-15,2022-11-11,27,Rejected
LEV001349,EMP000684,Annual Leave,2021-02-17,2021-03-19,30,Approved
LEV001350,EMP000684,Compassionate Leave,2023-05-06,2023-05-30,24,Approved
LEV001351,EMP000684,Annual Leave,2019-03-09,2019-04-05,27,Approved
LEV001352,EMP000685,Sick Leave,2022-11-23,2022-12-08,15,Approved
LEV001353,EMP000685,Maternity Leave,2019-08-09,2019-09-02,24,Approved
LEV001354,EMP000686,Maternity Leave,2020-02-18,2020-02-29,11,Rejected
LEV001355,EMP000686,Compassionate Leave,2019-06-28,2019-07-18,20,Approved
LEV001356,EMP000686,Study Leave,2021-06-26,2021-07-04,8,Approved
LEV001357,EMP000687,Study Leave,2024-06-03,2024-06-04,1,Pending
LEV001358,EMP000687,Annual Leave,2023-09-25,2023-10-16,21,Approved
LEV001359,EMP000688,Maternity Leave,2022-03-18,2022-04-04,17,Pending
LEV001360,EMP000689,Study Leave,2024-04-20,2024-05-18,28,Rejected
LEV001361,EMP000689,Compassionate Leave,2025-11-10,2025-11-16,6,Approved
LEV001362,EMP000690,Compassionate Leave,2022-11-28,2022-12-17,19,Rejected
LEV001363,EMP000691,Sick Leave,2023-07-03,2023-07-15,12,Approved
LEV001364,EMP000691,Study Leave,2025-10-10,2025-10-21,11,Approved
LEV001365,EMP000692,Sick Leave,2025-01-02,2025-01-19,17,Pending
LEV001366,EMP000693,Compassionate Leave,2025-11-09,2025-11-30,21,Rejected
LEV001367,EMP000693,Sick Leave,2025-12-31,2026-01-18,18,Pending
LEV001368,EMP000693,Maternity Leave,2021-12-03,2021-12-10,7,Approved
LEV001369,EMP000693,Paternity Leave,2019-12-14,2019-12-31,17,Approved
LEV001370,EMP000694,Maternity Leave,2022-06-29,2022-07-05,6,Pending
LEV001371,EMP000694,Study Leave,2024-11-14,2024-12-09,25,Pending
LEV001372,EMP000694,Maternity Leave,2023-11-18,2023-11-30,12,Approved
LEV001373,EMP000695,Maternity Leave,2019-08-03,2019-08-12,9,Approved
LEV001374,EMP000695,Compassionate Leave,2019-05-06,2019-06-03,28,Approved
LEV001375,EMP000695,Annual Leave,2022-05-31,2022-06-08,8,Approved
LEV001376,EMP000696,Maternity Leave,2023-11-24,2023-12-17,23,Pending
LEV001377,EMP000697,Study Leave,2020-04-02,2020-05-02,30,Rejected
LEV001378,EMP000699,Study Leave,2025-08-30,2025-09-19,20,Rejected
LEV001379,EMP000700,Annual Leave,2023-03-29,2023-04-26,28,Approved
LEV001380,EMP000700,Annual Leave,2025-09-20,2025-10-12,22,Approved
LEV001381,EMP000700,Study Leave,2024-01-14,2024-01-26,12,Pending
LEV001382,EMP000700,Compassionate Leave,2022-04-20,2022-04-22,2,Approved
LEV001383,EMP000701,Paternity Leave,2024-01-10,2024-01-29,19,Rejected
LEV001384,EMP000702,Compassionate Leave,2019-02-04,2019-02-26,22,Pending
LEV001385,EMP000702,Study Leave,2019-12-24,2020-01-22,29,Approved
LEV001386,EMP000703,Annual Leave,2023-09-18,2023-09-26,8,Rejected
LEV001387,EMP000703,Annual Leave,2023-04-11,2023-05-11,30,Approved
LEV001388,EMP000703,Study Leave,2021-05-21,2021-06-03,13,Approved
LEV001389,EMP000703,Paternity Leave,2019-06-02,2019-06-27,25,Approved
LEV001390,EMP000704,Annual Leave,2020-06-14,2020-05-24,21,Approved
LEV001391,EMP000705,Sick Leave,2020-01-11,2020-01-16,5,Approved
LEV001392,EMP000705,Paternity Leave,2025-10-15,2025-10-17,2,Pending
LEV001393,EMP000706,Compassionate Leave,2024-10-24,2024-11-05,12,Approved
LEV001394,EMP000707,Maternity Leave,2023-10-21,2023-10-30,9,Pending
LEV001395,EMP000708,Compassionate Leave,2024-01-03,2024-01-08,5,Approved
LEV001396,EMP000708,Maternity Leave,2023-07-10,2023-08-03,24,Approved
LEV001397,EMP000708,Sick Leave,2025-01-16,2025-02-03,18,Pending
LEV001398,EMP000708,Maternity Leave,2024-11-25,2024-12-21,26,Rejected
LEV001399,EMP000709,Study Leave,2025-08-20,2025-08-26,6,Rejected
LEV001400,EMP000709,Paternity Leave,2020-05-16,2020-05-27,11,Rejected
LEV001401,EMP000709,Compassionate Leave,2023-08-11,2023-08-16,5,Rejected
LEV001402,EMP000710,Maternity Leave,2022-05-07,2022-05-10,3,Rejected
LEV001403,EMP000710,Maternity Leave,2020-07-21,2020-08-03,13,Approved
LEV001404,EMP000710,Compassionate Leave,2019-07-16,2019-08-06,21,Approved
LEV001405,EMP000711,Vacation,2020-09-19,2020-10-01,12,Approved
LEV001406,EMP000711,Sick Leave,2020-04-20,2020-05-13,23,Approved
LEV001407,EMP000711,Study Leave,2020-01-25,2020-02-02,8,Rejected
LEV001408,EMP000712,Study Leave,2025-07-23,2025-08-09,17,Approved
LEV001409,EMP000712,Compassionate Leave,2020-10-22,2020-10-31,9,Pending
LEV001410,EMP000712,Study Leave,2019-03-08,2019-03-21,13,Pending
LEV001411,EMP000714,Maternity Leave,2025-04-02,2025-04-07,5,Pending
LEV001412,EMP000715,Compassionate Leave,2023-01-05,2023-01-14,9,Approved
LEV001413,EMP000715,Annual Leave,2020-04-26,2020-05-07,11,Approved
LEV001414,EMP000715,Sick Leave,2024-10-19,2024-11-07,19,Rejected
LEV001415,EMP000717,Annual Leave,2021-08-17,2021-09-03,17,Approved
